District,Season,CropCategory,Crop,Year,Extent,Production,Yield_t_ha,Yield_IQR_Flag,AnchorMonth,AnchorDate,ForecastDate,WeatherWindowStart,WeatherWindowEnd,Rainfall_3M_mm,TempMean_3M_C,WindSpeed_3M_kmh,SolarRadiation_3M_MJ_m2,ET0_3M_mm,WeatherDays_3M,Leakage_Check,Weather_Completeness_OK,PrevMonthWholesalePrice_RsKg,NextMonthWholesalePrice_RsKg
National Total,Yala,Up Country Vegetable,Tomatoes,2018,2753.0,49797.0,18.088267344714858,False,4,2018-04-01,2018-04-01,2018-01-01,2018-03-31,228.24444444444447,24.822592592592592,15.51699588477366,19.673259259259257,376.64962962962966,90,True,True,24.9999999975,201.874999975
National Total,Yala,Up Country Vegetable,Tomatoes,2019,2578.0,39145.0,15.184251357641582,False,4,2019-04-01,2019-04-01,2019-01-01,2019-03-31,233.3592592592593,25.21213991769548,15.569341563786008,20.74994650205761,397.587037037037,90,True,True,87.5,64.75
National Total,Yala,Up Country Vegetable,Tomatoes,2020,3059.0,48284.1,15.784275907159202,False,4,2020-04-01,2020-04-01,2020-01-01,2020-03-31,105.40370370370368,25.679527879527875,16.7981277981278,21.646776556776555,429.8481481481482,91,True,True,75.0,65.3333333325
National Total,Yala,Up Country Vegetable,Tomatoes,2021,3083.8,52365.8,16.980932615604125,False,4,2021-04-01,2021-04-01,2021-01-01,2021-03-31,465.2629629629629,24.74477366255144,14.810617283950616,18.874930041152265,351.975925925926,90,True,True,123.43636363599998,102.33333333333331
National Total,Maha,Up Country Vegetable,Tomatoes,2021,3147.1,37302.9,11.853102856598138,False,9,2021-09-01,2021-09-01,2021-06-01,2021-08-31,439.22592592592594,26.359460547504025,20.130676328502418,19.065225442834134,397.3851851851852,92,True,True,79.0,72.5
National Total,Yala,Up Country Vegetable,Tomatoes,2022,2860.6,47424.9,16.578654827658536,False,4,2022-04-01,2022-04-01,2022-01-01,2022-03-31,218.6888888888889,24.939917695473245,15.03860082304527,20.776477366255143,389.06666666666666,90,True,True,213.79545455,464.6
National Total,Maha,Up Country Vegetable,Tomatoes,2022,3031.9,40656.1,13.409446221841089,False,9,2022-09-01,2022-09-01,2022-06-01,2022-08-31,441.5444444444444,26.04786634460548,19.90024154589372,19.10479871175524,393.2974074074073,92,True,True,265.6,229.0
National Total,Yala,Up Country Vegetable,Tomatoes,2023,2363.2,34169.3,14.458911645226811,False,4,2023-04-01,2023-04-01,2023-01-01,2023-03-31,322.77777777777777,24.415390946502058,15.564444444444444,20.30167489711934,375.3025925925926,90,True,True,176.5,249.8
National Total,Maha,Up Country Vegetable,Tomatoes,2023,3194.4,46244.2,14.476646631605307,False,9,2023-09-01,2023-09-01,2023-06-01,2023-08-31,310.97777777777776,27.081119162640903,20.28341384863124,20.70217391304348,445.98481481481485,92,True,True,129.25,120.60000001
National Total,Yala,Low Country Vegetable,Cucumber,2012,1211.0,12123.0,10.010734929810074,False,4,2012-04-01,2012-04-01,2012-01-01,2012-03-31,192.81481481481484,24.95641025641025,12.757427757427756,20.49129019129019,391.8188888888889,91,True,True,19.13,28.4875
National Total,Maha,Low Country Vegetable,Cucumber,2012,1862.0,20213.0,10.855531686358754,False,9,2012-09-01,2012-09-01,2012-06-01,2012-08-31,271.4518518518518,26.73909017713365,21.219847020933976,19.93822463768116,436.74740740740737,92,True,True,21.2975,35.636
National Total,Yala,Low Country Vegetable,Cucumber,2013,1458.0,16645.0,11.416323731138544,False,4,2013-04-01,2013-04-01,2013-01-01,2013-03-31,479.52592592592606,24.79600823045267,13.010246913580248,18.615028806584363,349.47962962962964,90,True,True,11.0425,18.3325
National Total,Maha,Low Country Vegetable,Cucumber,2013,2107.0,22684.0,10.766018035121023,False,9,2013-09-01,2013-09-01,2013-06-01,2013-08-31,378.27777777777777,26.0592190016103,20.98921095008052,19.044879227053144,398.4211111111111,92,True,True,28.325,16.6425
National Total,Yala,Low Country Vegetable,Cucumber,2014,1418.0,14895.0,10.50423131170663,False,4,2014-04-01,2014-04-01,2014-01-01,2014-03-31,184.15185185185183,25.0727572016461,14.82559670781893,20.222942386831274,394.5177777777778,90,True,True,24.918,52.74
National Total,Maha,Low Country Vegetable,Cucumber,2014,2132.0,23662.0,11.098499061913696,False,9,2014-09-01,2014-09-01,2014-06-01,2014-08-31,278.4000000000001,26.76694847020934,21.32246376811594,19.86382045088567,429.4092592592592,92,True,True,11.925,38.875
National Total,Yala,Low Country Vegetable,Cucumber,2015,1634.0,16713.0,10.228274173806607,False,4,2015-04-01,2015-04-01,2015-01-01,2015-03-31,210.2703703703704,24.861152263374485,12.927777777777775,20.35349794238683,382.60925925925926,90,True,True,16.482,21.7825
National Total,Maha,Low Country Vegetable,Cucumber,2015,2232.0,30866.0,13.828853046594984,False,9,2015-09-01,2015-09-01,2015-06-01,2015-08-31,302.1962962962963,26.68128019323672,20.14830917874396,20.037846215780995,419.2903703703704,92,True,True,22.946,31.4575
National Total,Yala,Low Country Vegetable,Cucumber,2016,1149.0,14795.0,12.876414273281114,False,4,2016-04-01,2016-04-01,2016-01-01,2016-03-31,103.57407407407408,26.05075295075295,13.816646316646317,20.77905982905984,412.6448148148148,91,True,True,61.875,70.5
National Total,Maha,Low Country Vegetable,Cucumber,2016,1838.0,23495.0,12.7829162132753,False,9,2016-09-01,2016-09-01,2016-06-01,2016-08-31,265.61481481481485,26.633494363929145,20.95998389694042,19.82029388083736,416.3766666666666,92,True,True,13.344,44.914
National Total,Yala,Low Country Vegetable,Cucumber,2017,1167.0,14793.0,12.676092544987146,False,4,2017-04-01,2017-04-01,2017-01-01,2017-03-31,313.99999999999994,24.675596707818933,15.267901234567905,20.136897119341565,381.8151851851852,90,True,True,26.1458333333333,60.83333333333328
National Total,Maha,Low Country Vegetable,Cucumber,2017,1280.0,16653.0,13.01015625,False,9,2017-09-01,2017-09-01,2017-06-01,2017-08-31,394.8037037037038,26.89971819645732,20.743679549114336,18.80973027375201,408.6885185185185,92,True,True,27.73674242424241,40.08333333466667
National Total,Yala,Low Country Vegetable,Cucumber,2018,1142.0,19574.0,17.140105078809107,False,4,2018-04-01,2018-04-01,2018-01-01,2018-03-31,228.24444444444447,24.822592592592592,15.51699588477366,19.673259259259257,376.64962962962966,90,True,True,23.3839285725,63.6458333325
National Total,Yala,Low Country Vegetable,Cucumber,2019,1172.0,13978.0,11.926621160409557,False,4,2019-04-01,2019-04-01,2019-01-01,2019-03-31,233.3592592592593,25.21213991769548,15.569341563786008,20.74994650205761,397.587037037037,90,True,True,44.1931818175,47.625
National Total,Yala,Low Country Vegetable,Cucumber,2020,1290.0,19034.3,14.755271317829456,False,4,2020-04-01,2020-04-01,2020-01-01,2020-03-31,105.40370370370368,25.679527879527875,16.7981277981278,21.646776556776555,429.8481481481482,91,True,True,24.0,38.5
National Total,Yala,Low Country Vegetable,Cucumber,2021,1209.6,16421.1,13.575644841269842,False,4,2021-04-01,2021-04-01,2021-01-01,2021-03-31,465.2629629629629,24.74477366255144,14.810617283950616,18.874930041152265,351.975925925926,90,True,True,31.0,38.66666666666666
National Total,Maha,Low Country Vegetable,Cucumber,2021,1372.6,20087.3,14.634489290397786,False,9,2021-09-01,2021-09-01,2021-06-01,2021-08-31,439.22592592592594,26.359460547504025,20.130676328502418,19.065225442834134,397.3851851851852,92,True,True,38.625,59.25
National Total,Yala,Low Country Vegetable,Cucumber,2022,1125.7,15958.6,14.176601225903882,False,4,2022-04-01,2022-04-01,2022-01-01,2022-03-31,218.6888888888889,24.939917695473245,15.03860082304527,20.776477366255143,389.06666666666666,90,True,True,46.875,99.6
National Total,Maha,Low Country Vegetable,Cucumber,2022,1508.3,18015.4,11.944175561890871,False,9,2022-09-01,2022-09-01,2022-06-01,2022-08-31,441.5444444444444,26.04786634460548,19.90024154589372,19.10479871175524,393.2974074074073,92,True,True,90.8,78.4
National Total,Yala,Low Country Vegetable,Cucumber,2023,1456.0,26602.8,18.271153846153847,True,4,2023-04-01,2023-04-01,2023-01-01,2023-03-31,322.77777777777777,24.415390946502058,15.564444444444444,20.30167489711934,375.3025925925926,90,True,True,60.5,89.27272728
National Total,Maha,Low Country Vegetable,Cucumber,2023,1628.9,21012.9,12.90005525201056,False,9,2023-09-01,2023-09-01,2023-06-01,2023-08-31,310.97777777777776,27.081119162640903,20.28341384863124,20.70217391304348,445.98481481481485,92,True,True,72.0,80.8
National Total,Yala,Up Country Vegetable,Cabbage,2012,1917.0,27973.0,14.59207094418362,True,4,2012-04-01,2012-04-01,2012-01-01,2012-03-31,192.81481481481484,24.95641025641025,12.757427757427756,20.49129019129019,391.8188888888889,91,True,True,14.966666666666669,23.9125
National Total,Maha,Up Country Vegetable,Cabbage,2012,2170.0,45402.0,20.92258064516129,False,9,2012-09-01,2012-09-01,2012-06-01,2012-08-31,271.4518518518518,26.73909017713365,21.219847020933976,19.93822463768116,436.74740740740737,92,True,True,51.0225,53.484
National Total,Yala,Up Country Vegetable,Cabbage,2013,2102.0,50146.0,23.85632730732636,False,4,2013-04-01,2013-04-01,2013-01-01,2013-03-31,479.52592592592606,24.79600823045267,13.010246913580248,18.615028806584363,349.47962962962964,90,True,True,47.445,58.0
National Total,Maha,Up Country Vegetable,Cabbage,2013,2084.0,54360.0,26.084452975047984,False,9,2013-09-01,2013-09-01,2013-06-01,2013-08-31,378.27777777777777,26.0592190016103,20.98921095008052,19.044879227053144,398.4211111111111,92,True,True,51.875,17.802500000000002
National Total,Yala,Up Country Vegetable,Cabbage,2014,2107.0,46941.0,22.27859515899383,False,4,2014-04-01,2014-04-01,2014-01-01,2014-03-31,184.15185185185183,25.0727572016461,14.82559670781893,20.222942386831274,394.5177777777778,90,True,True,17.828,40.215
National Total,Maha,Up Country Vegetable,Cabbage,2014,2247.0,57574.0,25.622607921673342,False,9,2014-09-01,2014-09-01,2014-06-01,2014-08-31,278.4000000000001,26.76694847020934,21.32246376811594,19.86382045088567,429.4092592592592,92,True,True,59.25,32.125
National Total,Maha,Up Country Vegetable,Cabbage,2015,2522.0,74180.0,29.413164155432195,False,9,2015-09-01,2015-09-01,2015-06-01,2015-08-31,302.1962962962963,26.68128019323672,20.14830917874396,20.037846215780995,419.2903703703704,92,True,True,41.372,52.5275
National Total,Yala,Up Country Vegetable,Cabbage,2016,1883.0,57839.0,30.716409984067976,False,4,2016-04-01,2016-04-01,2016-01-01,2016-03-31,103.57407407407408,26.05075295075295,13.816646316646317,20.77905982905984,412.6448148148148,91,True,True,49.015,66.9
National Total,Maha,Up Country Vegetable,Cabbage,2016,2559.0,65526.0,25.60609613130129,False,9,2016-09-01,2016-09-01,2016-06-01,2016-08-31,265.61481481481485,26.633494363929145,20.95998389694042,19.82029388083736,416.3766666666666,92,True,True,58.936,35.852
National Total,Yala,Up Country Vegetable,Cabbage,2017,1853.0,47594.0,25.68483540205073,False,4,2017-04-01,2017-04-01,2017-01-01,2017-03-31,313.99999999999994,24.675596707818933,15.267901234567905,20.136897119341565,381.8151851851852,90,True,True,22.19999999999995,116.89999999999948
National Total,Maha,Up Country Vegetable,Cabbage,2017,2371.0,51872.0,21.87768873892872,False,9,2017-09-01,2017-09-01,2017-06-01,2017-08-31,394.8037037037038,26.89971819645732,20.743679549114336,18.80973027375201,408.6885185185185,92,True,True,42.96794871711538,85.89560439514285
National Total,Yala,Up Country Vegetable,Cabbage,2018,1780.0,46580.0,26.168539325842698,False,4,2018-04-01,2018-04-01,2018-01-01,2018-03-31,228.24444444444447,24.822592592592592,15.51699588477366,19.673259259259257,376.64962962962966,90,True,True,99.1185897325,103.3035714075
National Total,Yala,Up Country Vegetable,Cabbage,2019,1769.0,49221.0,27.824194460146977,False,4,2019-04-01,2019-04-01,2019-01-01,2019-03-31,233.3592592592593,25.21213991769548,15.569341563786008,20.74994650205761,397.587037037037,90,True,True,51.1742424225,103.7689394
National Total,Yala,Up Country Vegetable,Cabbage,2020,2274.4,63456.7,27.90041329581428,False,4,2020-04-01,2020-04-01,2020-01-01,2020-03-31,105.40370370370368,25.679527879527875,16.7981277981278,21.646776556776555,429.8481481481482,91,True,True,77.5,39.75
National Total,Yala,Up Country Vegetable,Cabbage,2021,2448.7,65393.6,26.705435537223835,False,4,2021-04-01,2021-04-01,2021-01-01,2021-03-31,465.2629629629629,24.74477366255144,14.810617283950616,18.874930041152265,351.975925925926,90,True,True,101.181818182,93.03496504
National Total,Maha,Up Country Vegetable,Cabbage,2021,2376.2,63713.1,26.81302078949584,False,9,2021-09-01,2021-09-01,2021-06-01,2021-08-31,439.22592592592594,26.359460547504025,20.130676328502418,19.065225442834134,397.3851851851852,92,True,True,127.5,92.75
National Total,Yala,Up Country Vegetable,Cabbage,2022,2475.5,67069.1,27.09315289840437,False,4,2022-04-01,2022-04-01,2022-01-01,2022-03-31,218.6888888888889,24.939917695473245,15.03860082304527,20.776477366255143,389.06666666666666,90,True,True,67.0,137.2
National Total,Maha,Up Country Vegetable,Cabbage,2022,2071.0,49593.1,23.94645098985997,False,9,2022-09-01,2022-09-01,2022-06-01,2022-08-31,441.5444444444444,26.04786634460548,19.90024154589372,19.10479871175524,393.2974074074073,92,True,True,284.6,210.0
National Total,Yala,Up Country Vegetable,Cabbage,2023,2188.0,47773.2,21.834186471663617,False,4,2023-04-01,2023-04-01,2023-01-01,2023-03-31,322.77777777777777,24.415390946502058,15.564444444444444,20.30167489711934,375.3025925925926,90,True,True,54.0,200.2
National Total,Maha,Up Country Vegetable,Cabbage,2023,2154.0,52310.4,24.28523676880223,False,9,2023-09-01,2023-09-01,2023-06-01,2023-08-31,310.97777777777776,27.081119162640903,20.28341384863124,20.70217391304348,445.98481481481485,92,True,True,133.0,93.58181819
National Total,Yala,Up Country Vegetable,Carrot,2012,1342.0,16518.0,12.30849478390462,True,4,2012-04-01,2012-04-01,2012-01-01,2012-03-31,192.81481481481484,24.95641025641025,12.757427757427756,20.49129019129019,391.8188888888889,91,True,True,37.47,54.68
National Total,Maha,Up Country Vegetable,Carrot,2012,1510.0,17807.0,11.79271523178808,True,9,2012-09-01,2012-09-01,2012-06-01,2012-08-31,271.4518518518518,26.73909017713365,21.219847020933976,19.93822463768116,436.74740740740737,92,True,True,89.78,91.172
National Total,Yala,Up Country Vegetable,Carrot,2013,1446.0,27617.0,19.09889349930844,False,4,2013-04-01,2013-04-01,2013-01-01,2013-03-31,479.52592592592606,24.79600823045267,13.010246913580248,18.615028806584363,349.47962962962964,90,True,True,72.375,107.5275
National Total,Maha,Up Country Vegetable,Carrot,2013,1436.0,28586.0,19.9066852367688,False,9,2013-09-01,2013-09-01,2013-06-01,2013-08-31,378.27777777777777,26.0592190016103,20.98921095008052,19.044879227053144,398.4211111111111,92,True,True,74.5,44.5725
National Total,Yala,Up Country Vegetable,Carrot,2014,1380.0,27092.0,19.63188405797101,False,4,2014-04-01,2014-04-01,2014-01-01,2014-03-31,184.15185185185183,25.0727572016461,14.82559670781893,20.222942386831274,394.5177777777778,90,True,True,50.538,102.485
National Total,Maha,Up Country Vegetable,Carrot,2014,1416.0,27321.0,19.29449152542373,False,9,2014-09-01,2014-09-01,2014-06-01,2014-08-31,278.4000000000001,26.76694847020934,21.32246376811594,19.86382045088567,429.4092592592592,92,True,True,49.0825,89.61
National Total,Yala,Up Country Vegetable,Carrot,2015,1416.0,24591.0,17.366525423728813,False,4,2015-04-01,2015-04-01,2015-01-01,2015-03-31,210.2703703703704,24.861152263374485,12.927777777777775,20.35349794238683,382.60925925925926,90,True,True,86.77799999999999,131.4975
National Total,Maha,Up Country Vegetable,Carrot,2015,2055.0,43082.0,20.964476885644768,False,9,2015-09-01,2015-09-01,2015-06-01,2015-08-31,302.1962962962963,26.68128019323672,20.14830917874396,20.037846215780995,419.2903703703704,92,True,True,80.716,80.56
National Total,Yala,Up Country Vegetable,Carrot,2016,1529.0,35682.0,23.336821451929367,False,4,2016-04-01,2016-04-01,2016-01-01,2016-03-31,103.57407407407408,26.05075295075295,13.816646316646317,20.77905982905984,412.6448148148148,91,True,True,81.815,96.0
National Total,Maha,Up Country Vegetable,Carrot,2016,2278.0,46355.0,20.348990342405617,False,9,2016-09-01,2016-09-01,2016-06-01,2016-08-31,265.61481481481485,26.633494363929145,20.95998389694042,19.82029388083736,416.3766666666666,92,True,True,62.4,63.666
National Total,Yala,Up Country Vegetable,Carrot,2017,1562.0,29133.0,18.651088348271447,False,4,2017-04-01,2017-04-01,2017-01-01,2017-03-31,313.99999999999994,24.675596707818933,15.267901234567905,20.136897119341565,381.8151851851852,90,True,True,51.62660256410253,210.282051282051
National Total,Maha,Up Country Vegetable,Carrot,2017,2124.0,42474.0,19.997175141242938,False,9,2017-09-01,2017-09-01,2017-06-01,2017-08-31,394.8037037037038,26.89971819645732,20.743679549114336,18.80973027375201,408.6885185185185,92,True,True,88.33333334166664,100.833333346
National Total,Yala,Up Country Vegetable,Carrot,2018,1523.0,31721.0,20.827971109652,False,4,2018-04-01,2018-04-01,2018-01-01,2018-03-31,228.24444444444447,24.822592592592592,15.51699588477366,19.673259259259257,376.64962962962966,90,True,True,222.537878775,218.124999975
National Total,Yala,Up Country Vegetable,Carrot,2019,1467.0,33637.0,22.92910702113156,False,4,2019-04-01,2019-04-01,2019-01-01,2019-03-31,233.3592592592593,25.21213991769548,15.569341563786008,20.74994650205761,397.587037037037,90,True,True,61.0,190.0
National Total,Yala,Up Country Vegetable,Carrot,2020,1724.3,39800.8,23.08229426433916,False,4,2020-04-01,2020-04-01,2020-01-01,2020-03-31,105.40370370370368,25.679527879527875,16.7981277981278,21.646776556776555,429.8481481481482,91,True,True,137.0,72.0
National Total,Yala,Up Country Vegetable,Carrot,2021,2135.5,45508.9,21.31065324280028,False,4,2021-04-01,2021-04-01,2021-01-01,2021-03-31,465.2629629629629,24.74477366255144,14.810617283950616,18.874930041152265,351.975925925926,90,True,True,139.8,121.22222223333334
National Total,Maha,Up Country Vegetable,Carrot,2021,2079.1,49907.5,24.0043768938483,False,9,2021-09-01,2021-09-01,2021-06-01,2021-08-31,439.22592592592594,26.359460547504025,20.130676328502418,19.065225442834134,397.3851851851852,92,True,True,106.865384625,105.0
National Total,Yala,Up Country Vegetable,Carrot,2022,1992.7,40806.2,20.477844131078434,False,4,2022-04-01,2022-04-01,2022-01-01,2022-03-31,218.6888888888889,24.939917695473245,15.03860082304527,20.776477366255143,389.06666666666666,90,True,True,216.25,226.8
National Total,Maha,Up Country Vegetable,Carrot,2022,1793.0,36372.4,20.28577802565533,False,9,2022-09-01,2022-09-01,2022-06-01,2022-08-31,441.5444444444444,26.04786634460548,19.90024154589372,19.10479871175524,393.2974074074073,92,True,True,240.9,280.8
National Total,Yala,Up Country Vegetable,Carrot,2023,1564.1,25267.4,16.15459369605524,False,4,2023-04-01,2023-04-01,2023-01-01,2023-03-31,322.77777777777777,24.415390946502058,15.564444444444444,20.30167489711934,375.3025925925926,90,True,True,95.4090909,204.0
National Total,Maha,Up Country Vegetable,Carrot,2023,1946.2,40084.5,20.596290206556365,False,9,2023-09-01,2023-09-01,2023-06-01,2023-08-31,310.97777777777776,27.081119162640903,20.28341384863124,20.70217391304348,445.98481481481485,92,True,True,332.0,163.0
National Total,Yala,Up Country Vegetable,Beetroot,2012,1200.0,15191.0,12.659166666666666,False,4,2012-04-01,2012-04-01,2012-01-01,2012-03-31,192.81481481481484,24.95641025641025,12.757427757427756,20.49129019129019,391.8188888888889,91,True,True,37.766666666666666,95.3125
National Total,Maha,Up Country Vegetable,Beetroot,2012,1439.0,20314.0,14.116747741487144,False,9,2012-09-01,2012-09-01,2012-06-01,2012-08-31,271.4518518518518,26.73909017713365,21.219847020933976,19.93822463768116,436.74740740740737,92,True,True,63.9275,58.888
National Total,Yala,Up Country Vegetable,Beetroot,2013,1310.0,20633.0,15.750381679389314,False,4,2013-04-01,2013-04-01,2013-01-01,2013-03-31,479.52592592592606,24.79600823045267,13.010246913580248,18.615028806584363,349.47962962962964,90,True,True,72.2575,84.0525
National Total,Maha,Up Country Vegetable,Beetroot,2013,1305.0,26258.0,20.121072796934865,False,9,2013-09-01,2013-09-01,2013-06-01,2013-08-31,378.27777777777777,26.0592190016103,20.98921095008052,19.044879227053144,398.4211111111111,92,True,True,28.3275,26.76
National Total,Yala,Up Country Vegetable,Beetroot,2014,1428.0,24212.0,16.955182072829132,False,4,2014-04-01,2014-04-01,2014-01-01,2014-03-31,184.15185185185183,25.0727572016461,14.82559670781893,20.222942386831274,394.5177777777778,90,True,True,30.432,55.3525
National Total,Maha,Up Country Vegetable,Beetroot,2014,1269.0,26676.0,21.02127659574468,False,9,2014-09-01,2014-09-01,2014-06-01,2014-08-31,278.4000000000001,26.76694847020934,21.32246376811594,19.86382045088567,429.4092592592592,92,True,True,48.1975,60.7725
National Total,Yala,Up Country Vegetable,Beetroot,2015,1336.0,23328.0,17.461077844311376,False,4,2015-04-01,2015-04-01,2015-01-01,2015-03-31,210.2703703703704,24.861152263374485,12.927777777777775,20.35349794238683,382.60925925925926,90,True,True,48.432,86.02
National Total,Maha,Up Country Vegetable,Beetroot,2015,1248.0,26844.0,21.509615384615383,False,9,2015-09-01,2015-09-01,2015-06-01,2015-08-31,302.1962962962963,26.68128019323672,20.14830917874396,20.037846215780995,419.2903703703704,92,True,True,42.334,48.8125
National Total,Yala,Up Country Vegetable,Beetroot,2016,1061.0,20203.0,19.04147031102733,False,4,2016-04-01,2016-04-01,2016-01-01,2016-03-31,103.57407407407408,26.05075295075295,13.816646316646317,20.77905982905984,412.6448148148148,91,True,True,64.42750000000001,105.518
National Total,Maha,Up Country Vegetable,Beetroot,2016,1145.0,24897.0,21.74410480349345,False,9,2016-09-01,2016-09-01,2016-06-01,2016-08-31,265.61481481481485,26.633494363929145,20.95998389694042,19.82029388083736,416.3766666666666,92,True,True,50.05,50.066
National Total,Yala,Up Country Vegetable,Beetroot,2017,1026.0,20012.0,19.50487329434698,False,4,2017-04-01,2017-04-01,2017-01-01,2017-03-31,313.99999999999994,24.675596707818933,15.267901234567905,20.136897119341565,381.8151851851852,90,True,True,50.66666666666663,117.5203463203458
National Total,Maha,Up Country Vegetable,Beetroot,2017,1137.0,14180.0,12.47141600703606,False,9,2017-09-01,2017-09-01,2017-06-01,2017-08-31,394.8037037037038,26.89971819645732,20.743679549114336,18.80973027375201,408.6885185185185,92,True,True,39.63095238011901,70.42857142876923
National Total,Yala,Up Country Vegetable,Beetroot,2018,956.0,19824.0,20.736401673640167,False,4,2018-04-01,2018-04-01,2018-01-01,2018-03-31,228.24444444444447,24.822592592592592,15.51699588477366,19.673259259259257,376.64962962962966,90,True,True,65.34523809250001,128.625
National Total,Yala,Up Country Vegetable,Beetroot,2019,1017.0,15291.0,15.035398230088497,False,4,2019-04-01,2019-04-01,2019-01-01,2019-03-31,233.3592592592593,25.21213991769548,15.569341563786008,20.74994650205761,397.587037037037,90,True,True,71.99404762,144.246794875
National Total,Yala,Up Country Vegetable,Beetroot,2020,1052.5,19193.8,18.236389548693587,False,4,2020-04-01,2020-04-01,2020-01-01,2020-03-31,105.40370370370368,25.679527879527875,16.7981277981278,21.646776556776555,429.8481481481482,91,True,True,68.63636364,42.4583333325
National Total,Yala,Up Country Vegetable,Beetroot,2021,1508.6,24364.8,16.15060320827257,False,4,2021-04-01,2021-04-01,2021-01-01,2021-03-31,465.2629629629629,24.74477366255144,14.810617283950616,18.874930041152265,351.975925925926,90,True,True,92.31969697,59.53846153666667
National Total,Maha,Up Country Vegetable,Beetroot,2021,1130.0,16626.6,14.713805309734513,False,9,2021-09-01,2021-09-01,2021-06-01,2021-08-31,439.22592592592594,26.359460547504025,20.130676328502418,19.065225442834134,397.3851851851852,92,True,True,88.1190476175,45.8214285725
National Total,Yala,Up Country Vegetable,Beetroot,2022,1020.6,15579.7,15.265236135606507,False,4,2022-04-01,2022-04-01,2022-01-01,2022-03-31,218.6888888888889,24.939917695473245,15.03860082304527,20.776477366255143,389.06666666666666,90,True,True,127.613636375,263.98268398
National Total,Maha,Up Country Vegetable,Beetroot,2022,1069.3,18609.0,17.40297390816422,False,9,2022-09-01,2022-09-01,2022-06-01,2022-08-31,441.5444444444444,26.04786634460548,19.90024154589372,19.10479871175524,393.2974074074073,92,True,True,127.93939392,239.46666666
National Total,Yala,Up Country Vegetable,Beetroot,2023,1100.6,21444.1,19.484008722515,False,4,2023-04-01,2023-04-01,2023-01-01,2023-03-31,322.77777777777777,24.415390946502058,15.564444444444444,20.30167489711934,375.3025925925926,90,True,True,145.2651515,260.98484848
National Total,Maha,Up Country Vegetable,Beetroot,2023,1062.5,17178.2,16.167717647058826,False,9,2023-09-01,2023-09-01,2023-06-01,2023-08-31,310.97777777777776,27.081119162640903,20.28341384863124,20.70217391304348,445.98481481481485,92,True,True,129.410714275,116.00000002000002
National Total,Yala,Up Country Vegetable,Raddish,2012,1453.0,19563.0,13.463867859600828,False,4,2012-04-01,2012-04-01,2012-01-01,2012-03-31,192.81481481481484,24.95641025641025,12.757427757427756,20.49129019129019,391.8188888888889,91,True,True,14.78,41.285
National Total,Maha,Up Country Vegetable,Raddish,2012,1902.0,24948.0,13.116719242902208,False,9,2012-09-01,2012-09-01,2012-06-01,2012-08-31,271.4518518518518,26.73909017713365,21.219847020933976,19.93822463768116,436.74740740740737,92,True,True,16.6925,42.022000000000006
National Total,Yala,Up Country Vegetable,Raddish,2013,1469.0,25128.0,17.105513955071476,False,4,2013-04-01,2013-04-01,2013-01-01,2013-03-31,479.52592592592606,24.79600823045267,13.010246913580248,18.615028806584363,349.47962962962964,90,True,True,27.315,41.2075
National Total,Maha,Up Country Vegetable,Raddish,2013,1917.0,32848.0,17.13510693792384,False,9,2013-09-01,2013-09-01,2013-06-01,2013-08-31,378.27777777777777,26.0592190016103,20.98921095008052,19.044879227053144,398.4211111111111,92,True,True,20.25,23.325
National Total,Yala,Up Country Vegetable,Raddish,2014,1583.0,25076.0,15.840808591282377,False,4,2014-04-01,2014-04-01,2014-01-01,2014-03-31,184.15185185185183,25.0727572016461,14.82559670781893,20.222942386831274,394.5177777777778,90,True,True,22.118,44.39
National Total,Maha,Up Country Vegetable,Raddish,2014,1926.0,34642.0,17.9865005192108,False,9,2014-09-01,2014-09-01,2014-06-01,2014-08-31,278.4000000000001,26.76694847020934,21.32246376811594,19.86382045088567,429.4092592592592,92,True,True,16.1825,36.0925
National Total,Yala,Up Country Vegetable,Raddish,2015,1552.0,24431.0,15.741623711340209,False,4,2015-04-01,2015-04-01,2015-01-01,2015-03-31,210.2703703703704,24.861152263374485,12.927777777777775,20.35349794238683,382.60925925925926,90,True,True,23.988,50.7275
National Total,Maha,Up Country Vegetable,Raddish,2015,2012.0,29833.0,14.827534791252486,False,9,2015-09-01,2015-09-01,2015-06-01,2015-08-31,302.1962962962963,26.68128019323672,20.14830917874396,20.037846215780995,419.2903703703704,92,True,True,22.378,43.065
National Total,Yala,Up Country Vegetable,Raddish,2016,1376.0,29535.0,21.46438953488372,False,4,2016-04-01,2016-04-01,2016-01-01,2016-03-31,103.57407407407408,26.05075295075295,13.816646316646317,20.77905982905984,412.6448148148148,91,True,True,37.8125,58.5
National Total,Maha,Up Country Vegetable,Raddish,2016,1573.0,27237.0,17.31532104259377,False,9,2016-09-01,2016-09-01,2016-06-01,2016-08-31,265.61481481481485,26.633494363929145,20.95998389694042,19.82029388083736,416.3766666666666,92,True,True,20.978,38.75
National Total,Yala,Up Country Vegetable,Raddish,2017,1347.0,27279.0,20.25167037861916,False,4,2017-04-01,2017-04-01,2017-01-01,2017-03-31,313.99999999999994,24.675596707818933,15.267901234567905,20.136897119341565,381.8151851851852,90,True,True,40.62499999999997,68.91666666666664
