District,Season,CropCategory,Crop,Year,Extent,Production,Yield_t_ha,Yield_IQR_Flag,AnchorMonth,AnchorDate,ForecastDate,WeatherWindowStart,WeatherWindowEnd,Rainfall_3M_mm,TempMean_3M_C,WindSpeed_3M_kmh,SolarRadiation_3M_MJ_m2,ET0_3M_mm,WeatherDays_3M,Leakage_Check,Weather_Completeness_OK,PrevMonthWholesalePrice_RsKg,NextMonthWholesalePrice_RsKg
National Total,Maha,Up Country Vegetable,Raddish,2017,1502.0,22227.0,14.7982689747004,False,9,2017-09-01,2017-09-01,2017-06-01,2017-08-31,394.8037037037038,26.89971819645732,20.743679549114336,18.80973027375201,408.6885185185185,92,True,True,27.08333333416664,55.08333333066666
National Total,Yala,Up Country Vegetable,Raddish,2018,1384.0,31840.0,23.00578034682081,False,4,2018-04-01,2018-04-01,2018-01-01,2018-03-31,228.24444444444447,24.822592592592592,15.51699588477366,19.673259259259257,376.64962962962966,90,True,True,26.1458333325,89.3750000075
National Total,Yala,Up Country Vegetable,Raddish,2019,1183.0,21100.0,17.836010143702453,False,4,2019-04-01,2019-04-01,2019-01-01,2019-03-31,233.3592592592593,25.21213991769548,15.569341563786008,20.74994650205761,397.587037037037,90,True,True,49.75,81.25
National Total,Yala,Up Country Vegetable,Raddish,2020,1331.9,25719.7,19.31053382386065,False,4,2020-04-01,2020-04-01,2020-01-01,2020-03-31,105.40370370370368,25.679527879527875,16.7981277981278,21.646776556776555,429.8481481481482,91,True,True,36.0,44.0
National Total,Yala,Up Country Vegetable,Raddish,2021,1563.5,29557.7,18.90482890949792,False,4,2021-04-01,2021-04-01,2021-01-01,2021-03-31,465.2629629629629,24.74477366255144,14.810617283950616,18.874930041152265,351.975925925926,90,True,True,51.0,50.333333333333336
National Total,Maha,Up Country Vegetable,Raddish,2021,1463.8,29312.6,20.02500341576718,False,9,2021-09-01,2021-09-01,2021-06-01,2021-08-31,439.22592592592594,26.359460547504025,20.130676328502418,19.065225442834134,397.3851851851852,92,True,True,63.2916666675,73.25
National Total,Yala,Up Country Vegetable,Raddish,2022,1975.5,38505.7,19.49162237408251,False,4,2022-04-01,2022-04-01,2022-01-01,2022-03-31,218.6888888888889,24.939917695473245,15.03860082304527,20.776477366255143,389.06666666666666,90,True,True,47.75,131.8
National Total,Maha,Up Country Vegetable,Raddish,2022,1511.9,29796.4,19.707917190290363,False,9,2022-09-01,2022-09-01,2022-06-01,2022-08-31,441.5444444444444,26.04786634460548,19.90024154589372,19.10479871175524,393.2974074074073,92,True,True,79.0,117.78181818
National Total,Yala,Up Country Vegetable,Raddish,2023,1662.4,27556.9,16.5765760346487,False,4,2023-04-01,2023-04-01,2023-01-01,2023-03-31,322.77777777777777,24.415390946502058,15.564444444444444,20.30167489711934,375.3025925925926,90,True,True,53.4318181825,139.4
National Total,Maha,Up Country Vegetable,Raddish,2023,1479.1,26954.9,18.2238523426408,False,9,2023-09-01,2023-09-01,2023-06-01,2023-08-31,310.97777777777776,27.081119162640903,20.28341384863124,20.70217391304348,445.98481481481485,92,True,True,48.75,87.4
National Total,Yala,Up Country Vegetable,Leeks,2012,1106.0,18517.0,16.74231464737794,False,4,2012-04-01,2012-04-01,2012-01-01,2012-03-31,192.81481481481484,24.95641025641025,12.757427757427756,20.49129019129019,391.8188888888889,91,True,True,50.94,113.405
National Total,Maha,Up Country Vegetable,Leeks,2012,1056.0,16925.0,16.02746212121212,False,9,2012-09-01,2012-09-01,2012-06-01,2012-08-31,271.4518518518518,26.73909017713365,21.219847020933976,19.93822463768116,436.74740740740737,92,True,True,68.5,53.928
National Total,Yala,Up Country Vegetable,Leeks,2013,415.0,6220.0,14.987951807228916,False,4,2013-04-01,2013-04-01,2013-01-01,2013-03-31,479.52592592592606,24.79600823045267,13.010246913580248,18.615028806584363,349.47962962962964,90,True,True,58.2825,92.7775
National Total,Maha,Up Country Vegetable,Leeks,2013,877.0,18439.0,21.02508551881414,False,9,2013-09-01,2013-09-01,2013-06-01,2013-08-31,378.27777777777777,26.0592190016103,20.98921095008052,19.044879227053144,398.4211111111111,92,True,True,58.75,40.825
National Total,Yala,Up Country Vegetable,Leeks,2014,430.0,18354.0,42.68372093023256,True,4,2014-04-01,2014-04-01,2014-01-01,2014-03-31,184.15185185185183,25.0727572016461,14.82559670781893,20.222942386831274,394.5177777777778,90,True,True,31.564,32.115
National Total,Maha,Up Country Vegetable,Leeks,2014,932.0,19785.0,21.228540772532188,False,9,2014-09-01,2014-09-01,2014-06-01,2014-08-31,278.4000000000001,26.76694847020934,21.32246376811594,19.86382045088567,429.4092592592592,92,True,True,38.75,96.4775
National Total,Yala,Up Country Vegetable,Leeks,2015,722.0,14710.0,20.37396121883657,False,4,2015-04-01,2015-04-01,2015-01-01,2015-03-31,210.2703703703704,24.861152263374485,12.927777777777775,20.35349794238683,382.60925925925926,90,True,True,102.284,136.72500000000002
National Total,Maha,Up Country Vegetable,Leeks,2015,1297.0,26724.0,20.60447185813416,False,9,2015-09-01,2015-09-01,2015-06-01,2015-08-31,302.1962962962963,26.68128019323672,20.14830917874396,20.037846215780995,419.2903703703704,92,True,True,41.59,35.7325
National Total,Yala,Up Country Vegetable,Leeks,2016,973.0,30805.0,31.659815005138743,False,4,2016-04-01,2016-04-01,2016-01-01,2016-03-31,103.57407407407408,26.05075295075295,13.816646316646317,20.77905982905984,412.6448148148148,91,True,True,58.5425,102.5
National Total,Maha,Up Country Vegetable,Leeks,2016,1223.0,30317.0,24.78904333605887,False,9,2016-09-01,2016-09-01,2016-06-01,2016-08-31,265.61481481481485,26.633494363929145,20.95998389694042,19.82029388083736,416.3766666666666,92,True,True,64.466,84.834
National Total,Yala,Up Country Vegetable,Leeks,2017,1088.0,28799.0,26.46966911764705,False,4,2017-04-01,2017-04-01,2017-01-01,2017-03-31,313.99999999999994,24.675596707818933,15.267901234567905,20.136897119341565,381.8151851851852,90,True,True,26.979166666666625,44.74999999999998
National Total,Maha,Up Country Vegetable,Leeks,2017,1128.0,27246.0,24.154255319148938,False,9,2017-09-01,2017-09-01,2017-06-01,2017-08-31,394.8037037037038,26.89971819645732,20.743679549114336,18.80973027375201,408.6885185185185,92,True,True,46.04166666583332,141.66666666666669
National Total,Yala,Up Country Vegetable,Leeks,2018,1010.0,25169.0,24.91980198019802,False,4,2018-04-01,2018-04-01,2018-01-01,2018-03-31,228.24444444444447,24.822592592592592,15.51699588477366,19.673259259259257,376.64962962962966,90,True,True,45.9375,122.083333325
National Total,Yala,Up Country Vegetable,Leeks,2019,981.0,16933.0,17.260958205912335,False,4,2019-04-01,2019-04-01,2019-01-01,2019-03-31,233.3592592592593,25.21213991769548,15.569341563786008,20.74994650205761,397.587037037037,90,True,True,51.5,189.636363625
National Total,Yala,Up Country Vegetable,Leeks,2020,1116.0,19276.2,17.27258064516129,False,4,2020-04-01,2020-04-01,2020-01-01,2020-03-31,105.40370370370368,25.679527879527875,16.7981277981278,21.646776556776555,429.8481481481482,91,True,True,115.0,97.722222225
National Total,Yala,Up Country Vegetable,Leeks,2021,1565.6,27780.4,17.74425140521206,False,4,2021-04-01,2021-04-01,2021-01-01,2021-03-31,465.2629629629629,24.74477366255144,14.810617283950616,18.874930041152265,351.975925925926,90,True,True,76.6,64.51851852
National Total,Maha,Up Country Vegetable,Leeks,2021,1263.9,16952.6,13.41292823799351,False,9,2021-09-01,2021-09-01,2021-06-01,2021-08-31,439.22592592592594,26.359460547504025,20.130676328502418,19.065225442834134,397.3851851851852,92,True,True,194.269230775,161.25
National Total,Yala,Up Country Vegetable,Leeks,2022,1713.9,31408.3,18.32563160044344,False,4,2022-04-01,2022-04-01,2022-01-01,2022-03-31,218.6888888888889,24.939917695473245,15.03860082304527,20.776477366255143,389.06666666666666,90,True,True,78.75,137.6
National Total,Maha,Up Country Vegetable,Leeks,2022,1276.9,20396.6,15.973529642101964,False,9,2022-09-01,2022-09-01,2022-06-01,2022-08-31,441.5444444444444,26.04786634460548,19.90024154589372,19.10479871175524,393.2974074074073,92,True,True,156.2,183.4
National Total,Yala,Up Country Vegetable,Leeks,2023,1160.9,17771.1,15.30803686794728,False,4,2023-04-01,2023-04-01,2023-01-01,2023-03-31,322.77777777777777,24.415390946502058,15.564444444444444,20.30167489711934,375.3025925925926,90,True,True,156.75,230.6
National Total,Maha,Up Country Vegetable,Leeks,2023,1324.8,22964.8,17.334541062801932,False,9,2023-09-01,2023-09-01,2023-06-01,2023-08-31,310.97777777777776,27.081119162640903,20.28341384863124,20.70217391304348,445.98481481481485,92,True,True,104.75,71.6
National Total,Yala,Low Country Vegetable,Ash Plantain,2012,4289.0,50453.0,11.76334809979016,False,4,2012-04-01,2012-04-01,2012-01-01,2012-03-31,192.81481481481484,24.95641025641025,12.757427757427756,20.49129019129019,391.8188888888889,91,True,True,24.166666666666668,17.68
National Total,Maha,Low Country Vegetable,Ash Plantain,2012,5039.0,51372.0,10.194879936495337,False,9,2012-09-01,2012-09-01,2012-06-01,2012-08-31,271.4518518518518,26.73909017713365,21.219847020933976,19.93822463768116,436.74740740740737,92,True,True,25.71,37.70399999999999
National Total,Yala,Low Country Vegetable,Ash Plantain,2013,3947.0,39210.0,9.934127185203952,False,4,2013-04-01,2013-04-01,2013-01-01,2013-03-31,479.52592592592606,24.79600823045267,13.010246913580248,18.615028806584363,349.47962962962964,90,True,True,47.5,31.93
National Total,Maha,Low Country Vegetable,Ash Plantain,2013,4799.0,49465.0,10.30735569910398,False,9,2013-09-01,2013-09-01,2013-06-01,2013-08-31,378.27777777777777,26.0592190016103,20.98921095008052,19.044879227053144,398.4211111111111,92,True,True,35.125,36.6425
National Total,Yala,Low Country Vegetable,Ash Plantain,2014,3412.0,36286.0,10.634818288393904,False,4,2014-04-01,2014-04-01,2014-01-01,2014-03-31,184.15185185185183,25.0727572016461,14.82559670781893,20.222942386831274,394.5177777777778,90,True,True,45.682,46.6875
National Total,Maha,Low Country Vegetable,Ash Plantain,2014,4367.0,48507.0,11.107625372109,False,9,2014-09-01,2014-09-01,2014-06-01,2014-08-31,278.4000000000001,26.76694847020934,21.32246376811594,19.86382045088567,429.4092592592592,92,True,True,48.4125,70.625
National Total,Yala,Low Country Vegetable,Ash Plantain,2015,3238.0,35330.0,10.911056207535516,False,4,2015-04-01,2015-04-01,2015-01-01,2015-03-31,210.2703703703704,24.861152263374485,12.927777777777775,20.35349794238683,382.60925925925926,90,True,True,72.348,46.42
National Total,Maha,Low Country Vegetable,Ash Plantain,2015,4416.0,49755.0,11.266983695652174,False,9,2015-09-01,2015-09-01,2015-06-01,2015-08-31,302.1962962962963,26.68128019323672,20.14830917874396,20.037846215780995,419.2903703703704,92,True,True,53.0,55.11
National Total,Yala,Low Country Vegetable,Ash Plantain,2016,3080.0,36250.0,11.76948051948052,False,4,2016-04-01,2016-04-01,2016-01-01,2016-03-31,103.57407407407408,26.05075295075295,13.816646316646317,20.77905982905984,412.6448148148148,91,True,True,47.295,44.3
National Total,Maha,Low Country Vegetable,Ash Plantain,2016,4123.0,45976.0,11.151103565365023,False,9,2016-09-01,2016-09-01,2016-06-01,2016-08-31,265.61481481481485,26.633494363929145,20.95998389694042,19.82029388083736,416.3766666666666,92,True,True,60.122,56.55
National Total,Yala,Low Country Vegetable,Ash Plantain,2017,3082.0,33577.0,10.894548994159637,False,4,2017-04-01,2017-04-01,2017-01-01,2017-03-31,313.99999999999994,24.675596707818933,15.267901234567905,20.136897119341565,381.8151851851852,90,True,True,61.4583333333333,62.83333333333328
National Total,Maha,Low Country Vegetable,Ash Plantain,2017,3590.0,39125.0,10.8983286908078,False,9,2017-09-01,2017-09-01,2017-06-01,2017-08-31,394.8037037037038,26.89971819645732,20.743679549114336,18.80973027375201,408.6885185185185,92,True,True,67.08333333416665,76.17424242266667
National Total,Yala,Low Country Vegetable,Ash Plantain,2018,2629.0,30832.0,11.727653100038037,False,4,2018-04-01,2018-04-01,2018-01-01,2018-03-31,228.24444444444447,24.822592592592592,15.51699588477366,19.673259259259257,376.64962962962966,90,True,True,65.41666666500001,74.13690476
National Total,Yala,Low Country Vegetable,Ash Plantain,2019,2457.0,26080.0,10.614570614570615,False,4,2019-04-01,2019-04-01,2019-01-01,2019-03-31,233.3592592592593,25.21213991769548,15.569341563786008,20.74994650205761,397.587037037037,90,True,True,77.819444445,76.454545455
National Total,Yala,Low Country Vegetable,Ash Plantain,2020,2360.1,28981.9,12.27994576500996,False,4,2020-04-01,2020-04-01,2020-01-01,2020-03-31,105.40370370370368,25.679527879527875,16.7981277981278,21.646776556776555,429.8481481481482,91,True,True,73.63636364,56.5
National Total,Yala,Low Country Vegetable,Ash Plantain,2021,3420.0,31904.7,9.328859649122808,False,4,2021-04-01,2021-04-01,2021-01-01,2021-03-31,465.2629629629629,24.74477366255144,14.810617283950616,18.874930041152265,351.975925925926,90,True,True,57.9,33.333333333333336
National Total,Maha,Low Country Vegetable,Ash Plantain,2021,2916.2,36740.7,12.598827240929976,False,9,2021-09-01,2021-09-01,2021-06-01,2021-08-31,439.22592592592594,26.359460547504025,20.130676328502418,19.065225442834134,397.3851851851852,92,True,True,45.5833333325,42.125
National Total,Yala,Low Country Vegetable,Ash Plantain,2022,2271.4,24926.0,10.973848727656952,False,4,2022-04-01,2022-04-01,2022-01-01,2022-03-31,218.6888888888889,24.939917695473245,15.03860082304527,20.776477366255143,389.06666666666666,90,True,True,57.0,64.95
National Total,Maha,Low Country Vegetable,Ash Plantain,2022,2925.3,35599.8,12.16962362834581,False,9,2022-09-01,2022-09-01,2022-06-01,2022-08-31,441.5444444444444,26.04786634460548,19.90024154589372,19.10479871175524,393.2974074074073,92,True,True,119.8,165.4
National Total,Yala,Low Country Vegetable,Ash Plantain,2023,2065.5,22833.4,11.054659888646816,False,4,2023-04-01,2023-04-01,2023-01-01,2023-03-31,322.77777777777777,24.415390946502058,15.564444444444444,20.30167489711934,375.3025925925926,90,True,True,200.0,145.0
National Total,Maha,Low Country Vegetable,Ash Plantain,2023,4793.0,35369.1,7.379324014187357,True,9,2023-09-01,2023-09-01,2023-06-01,2023-08-31,310.97777777777776,27.081119162640903,20.28341384863124,20.70217391304348,445.98481481481485,92,True,True,160.25,199.4
National Total,Yala,Up Country Vegetable,Capsicum,2012,1391.0,6939.0,4.988497483824586,True,4,2012-04-01,2012-04-01,2012-01-01,2012-03-31,192.81481481481484,24.95641025641025,12.757427757427756,20.49129019129019,391.8188888888889,91,True,True,66.52,120.64
National Total,Maha,Up Country Vegetable,Capsicum,2012,1789.0,9352.0,5.227501397428731,True,9,2012-09-01,2012-09-01,2012-06-01,2012-08-31,271.4518518518518,26.73909017713365,21.219847020933976,19.93822463768116,436.74740740740737,92,True,True,92.25,91.784
National Total,Yala,Up Country Vegetable,Capsicum,2013,1829.0,11016.0,6.022963367960634,False,4,2013-04-01,2013-04-01,2013-01-01,2013-03-31,479.52592592592606,24.79600823045267,13.010246913580248,18.615028806584363,349.47962962962964,90,True,True,125.0625,123.695
National Total,Maha,Up Country Vegetable,Capsicum,2013,2071.0,15424.0,7.447609850313858,False,9,2013-09-01,2013-09-01,2013-06-01,2013-08-31,378.27777777777777,26.0592190016103,20.98921095008052,19.044879227053144,398.4211111111111,92,True,True,46.27,86.3925
National Total,Yala,Up Country Vegetable,Capsicum,2014,1744.0,11248.0,6.4495412844036695,False,4,2014-04-01,2014-04-01,2014-01-01,2014-03-31,184.15185185185183,25.0727572016461,14.82559670781893,20.222942386831274,394.5177777777778,90,True,True,85.842,116.16
National Total,Maha,Up Country Vegetable,Capsicum,2014,2316.0,17704.0,7.644214162348877,False,9,2014-09-01,2014-09-01,2014-06-01,2014-08-31,278.4000000000001,26.76694847020934,21.32246376811594,19.86382045088567,429.4092592592592,92,True,True,81.0,124.75
National Total,Yala,Up Country Vegetable,Capsicum,2015,1592.0,10685.0,6.711683417085427,False,4,2015-04-01,2015-04-01,2015-01-01,2015-03-31,210.2703703703704,24.861152263374485,12.927777777777775,20.35349794238683,382.60925925925926,90,True,True,140.91199999999998,132.815
National Total,Maha,Up Country Vegetable,Capsicum,2015,2102.0,21676.0,10.31208372978116,True,9,2015-09-01,2015-09-01,2015-06-01,2015-08-31,302.1962962962963,26.68128019323672,20.14830917874396,20.037846215780995,419.2903703703704,92,True,True,83.914,161.45999999999998
National Total,Yala,Up Country Vegetable,Capsicum,2016,1588.0,13441.0,8.464105793450882,False,4,2016-04-01,2016-04-01,2016-01-01,2016-03-31,103.57407407407408,26.05075295075295,13.816646316646317,20.77905982905984,412.6448148148148,91,True,True,128.545,115.502
National Total,Maha,Up Country Vegetable,Capsicum,2016,1880.0,16992.0,9.038297872340426,False,9,2016-09-01,2016-09-01,2016-06-01,2016-08-31,265.61481481481485,26.633494363929145,20.95998389694042,19.82029388083736,416.3766666666666,92,True,True,112.864,105.5
National Total,Yala,Up Country Vegetable,Capsicum,2017,1439.0,11953.0,8.306462821403752,False,4,2017-04-01,2017-04-01,2017-01-01,2017-03-31,313.99999999999994,24.675596707818933,15.267901234567905,20.136897119341565,381.8151851851852,90,True,True,149.10256410256375,181.45454545454496
National Total,Maha,Up Country Vegetable,Capsicum,2017,1767.0,14999.0,8.488398415393322,False,9,2017-09-01,2017-09-01,2017-06-01,2017-08-31,394.8037037037038,26.89971819645732,20.743679549114336,18.80973027375201,408.6885185185185,92,True,True,90.20833332499998,184.6013986066667
National Total,Yala,Up Country Vegetable,Capsicum,2018,1370.0,11450.0,8.357664233576642,False,4,2018-04-01,2018-04-01,2018-01-01,2018-03-31,228.24444444444447,24.822592592592592,15.51699588477366,19.673259259259257,376.64962962962966,90,True,True,78.3333333425,254.375
National Total,Yala,Up Country Vegetable,Capsicum,2019,1244.0,10133.0,8.145498392282958,False,4,2019-04-01,2019-04-01,2019-01-01,2019-03-31,233.3592592592593,25.21213991769548,15.569341563786008,20.74994650205761,397.587037037037,90,True,True,129.75,258.25
National Total,Yala,Up Country Vegetable,Capsicum,2020,1634.5,13306.3,8.140899357601713,False,4,2020-04-01,2020-04-01,2020-01-01,2020-03-31,105.40370370370368,25.679527879527875,16.7981277981278,21.646776556776555,429.8481481481482,91,True,True,130.0,95.5
National Total,Yala,Up Country Vegetable,Capsicum,2021,1359.8,11114.6,8.173702015002206,False,4,2021-04-01,2021-04-01,2021-01-01,2021-03-31,465.2629629629629,24.74477366255144,14.810617283950616,18.874930041152265,351.975925925926,90,True,True,221.6,180.33333333333331
National Total,Maha,Up Country Vegetable,Capsicum,2021,1975.5,16373.1,8.288078967350039,False,9,2021-09-01,2021-09-01,2021-06-01,2021-08-31,439.22592592592594,26.359460547504025,20.130676328502418,19.065225442834134,397.3851851851852,92,True,True,230.291666675,243.5
National Total,Yala,Up Country Vegetable,Capsicum,2022,1337.7,10829.4,8.095537115945278,False,4,2022-04-01,2022-04-01,2022-01-01,2022-03-31,218.6888888888889,24.939917695473245,15.03860082304527,20.776477366255143,389.06666666666666,90,True,True,239.0,450.2
National Total,Maha,Up Country Vegetable,Capsicum,2022,1679.5,15271.0,9.092587079487943,False,9,2022-09-01,2022-09-01,2022-06-01,2022-08-31,441.5444444444444,26.04786634460548,19.90024154589372,19.10479871175524,393.2974074074073,92,True,True,628.8,620.6
National Total,Yala,Up Country Vegetable,Capsicum,2023,1276.7,8662.0,6.784679251194485,False,4,2023-04-01,2023-04-01,2023-01-01,2023-03-31,322.77777777777777,24.415390946502058,15.564444444444444,20.30167489711934,375.3025925925926,90,True,True,322.9090909,351.0
National Total,Maha,Up Country Vegetable,Capsicum,2023,1728.8,14396.5,8.327452568255438,False,9,2023-09-01,2023-09-01,2023-06-01,2023-08-31,310.97777777777776,27.081119162640903,20.28341384863124,20.70217391304348,445.98481481481485,92,True,True,231.0,334.2
National Total,Yala,Low Country Vegetable,Long Bean,2013,2800.0,19109.0,6.824642857142857,True,4,2013-04-01,2013-04-01,2013-01-01,2013-03-31,479.52592592592606,24.79600823045267,13.010246913580248,18.615028806584363,349.47962962962964,90,True,True,41.1875,55.9175
National Total,Maha,Low Country Vegetable,Long Bean,2013,3271.0,26074.0,7.971262610822379,False,9,2013-09-01,2013-09-01,2013-06-01,2013-08-31,378.27777777777777,26.0592190016103,20.98921095008052,19.044879227053144,398.4211111111111,92,True,True,46.125,45.6425
National Total,Yala,Low Country Vegetable,Long Bean,2014,2551.0,18155.0,7.116816934535477,True,4,2014-04-01,2014-04-01,2014-01-01,2014-03-31,184.15185185185183,25.0727572016461,14.82559670781893,20.222942386831274,394.5177777777778,90,True,True,29.682,66.08
National Total,Maha,Low Country Vegetable,Long Bean,2014,4073.0,32977.0,8.09648907439234,False,9,2014-09-01,2014-09-01,2014-06-01,2014-08-31,278.4000000000001,26.76694847020934,21.32246376811594,19.86382045088567,429.4092592592592,92,True,True,44.5875,89.305
National Total,Yala,Low Country Vegetable,Long Bean,2015,2936.0,22449.0,7.646117166212534,False,4,2015-04-01,2015-04-01,2015-01-01,2015-03-31,210.2703703703704,24.861152263374485,12.927777777777775,20.35349794238683,382.60925925925926,90,True,True,53.658,66.4575
National Total,Maha,Low Country Vegetable,Long Bean,2015,4898.0,33938.0,6.928950592078399,True,9,2015-09-01,2015-09-01,2015-06-01,2015-08-31,302.1962962962963,26.68128019323672,20.14830917874396,20.037846215780995,419.2903703703704,92,True,True,49.152,79.33
National Total,Yala,Low Country Vegetable,Long Bean,2016,2802.0,24066.0,8.588865096359743,False,4,2016-04-01,2016-04-01,2016-01-01,2016-03-31,103.57407407407408,26.05075295075295,13.816646316646317,20.77905982905984,412.6448148148148,91,True,True,64.05,103.16599999999998
National Total,Maha,Low Country Vegetable,Long Bean,2016,3938.0,31790.0,8.072625698324023,False,9,2016-09-01,2016-09-01,2016-06-01,2016-08-31,265.61481481481485,26.633494363929145,20.95998389694042,19.82029388083736,416.3766666666666,92,True,True,60.7,77.168
National Total,Yala,Low Country Vegetable,Long Bean,2017,2780.0,24394.0,8.774820143884892,False,4,2017-04-01,2017-04-01,2017-01-01,2017-03-31,313.99999999999994,24.675596707818933,15.267901234567905,20.136897119341565,381.8151851851852,90,True,True,60.625,74.0833333333333
National Total,Maha,Low Country Vegetable,Long Bean,2017,3663.0,31460.0,8.588588588588589,False,9,2017-09-01,2017-09-01,2017-06-01,2017-08-31,394.8037037037038,26.89971819645732,20.743679549114336,18.80973027375201,408.6885185185185,92,True,True,71.25,74.54545454618182
National Total,Yala,Low Country Vegetable,Long Bean,2018,2971.0,25661.0,8.637159205654662,False,4,2018-04-01,2018-04-01,2018-01-01,2018-03-31,228.24444444444447,24.822592592592592,15.51699588477366,19.673259259259257,376.64962962962966,90,True,True,47.708333335,133.7689394
National Total,Yala,Low Country Vegetable,Long Bean,2019,3280.0,28641.0,8.732012195121952,False,4,2019-04-01,2019-04-01,2019-01-01,2019-03-31,233.3592592592593,25.21213991769548,15.569341563786008,20.74994650205761,397.587037037037,90,True,True,96.75,109.5909091
National Total,Yala,Low Country Vegetable,Long Bean,2020,4245.2,36562.2,8.612597757467256,False,4,2020-04-01,2020-04-01,2020-01-01,2020-03-31,105.40370370370368,25.679527879527875,16.7981277981278,21.646776556776555,429.8481481481482,91,True,True,71.0,74.166666665
National Total,Yala,Low Country Vegetable,Long Bean,2021,3370.7,30084.4,8.92526774853888,False,4,2021-04-01,2021-04-01,2021-01-01,2021-03-31,465.2629629629629,24.74477366255144,14.810617283950616,18.874930041152265,351.975925925926,90,True,True,66.2,75.33333333333333
National Total,Maha,Low Country Vegetable,Long Bean,2021,4134.9,35191.5,8.510846695204238,False,9,2021-09-01,2021-09-01,2021-06-01,2021-08-31,439.22592592592594,26.359460547504025,20.130676328502418,19.065225442834134,397.3851851851852,92,True,True,113.833333325,116.0
National Total,Yala,Low Country Vegetable,Long Bean,2022,3613.2,30735.2,8.506365548544228,False,4,2022-04-01,2022-04-01,2022-01-01,2022-03-31,218.6888888888889,24.939917695473245,15.03860082304527,20.776477366255143,389.06666666666666,90,True,True,108.0,205.0
National Total,Maha,Low Country Vegetable,Long Bean,2022,4331.3,35535.9,8.204442084362663,False,9,2022-09-01,2022-09-01,2022-06-01,2022-08-31,441.5444444444444,26.04786634460548,19.90024154589372,19.10479871175524,393.2974074074073,92,True,True,203.0,171.4
National Total,Yala,Low Country Vegetable,Long Bean,2023,3308.3,27455.8,8.299065985551492,False,4,2023-04-01,2023-04-01,2023-01-01,2023-03-31,322.77777777777777,24.415390946502058,15.564444444444444,20.30167489711934,375.3025925925926,90,True,True,117.318181825,203.4
National Total,Maha,Low Country Vegetable,Long Bean,2023,4498.4,35395.3,7.868419882624934,False,9,2023-09-01,2023-09-01,2023-06-01,2023-08-31,310.97777777777776,27.081119162640903,20.28341384863124,20.70217391304348,445.98481481481485,92,True,True,133.25,235.96363636
National Total,Yala,Low Country Vegetable,Drumstics,2018,1145.0,11364.0,9.924890829694323,False,4,2018-04-01,2018-04-01,2018-01-01,2018-03-31,228.24444444444447,24.822592592592592,15.51699588477366,19.673259259259257,376.64962962962966,90,True,True,60.4166666675,173.33333335
National Total,Yala,Low Country Vegetable,Drumstics,2019,1155.0,11072.0,9.586147186147189,False,4,2019-04-01,2019-04-01,2019-01-01,2019-03-31,233.3592592592593,25.21213991769548,15.569341563786008,20.74994650205761,397.587037037037,90,True,True,63.068181817500005,218.75
National Total,Maha,Low Country Vegetable,Drumstics,2021,1059.3,8779.9,8.288397998678372,False,9,2021-09-01,2021-09-01,2021-06-01,2021-08-31,439.22592592592594,26.359460547504025,20.130676328502418,19.065225442834134,397.3851851851852,92,True,True,159.01923077499998,167.75
National Total,Yala,Low Country Vegetable,Drumstics,2022,1358.1,11384.2,8.382446064354614,False,4,2022-04-01,2022-04-01,2022-01-01,2022-03-31,218.6888888888889,24.939917695473245,15.03860082304527,20.776477366255143,389.06666666666666,90,True,True,267.0,337.8181818
National Total,Maha,Low Country Vegetable,Drumstics,2022,1203.8,10429.6,8.663897657418177,False,9,2022-09-01,2022-09-01,2022-06-01,2022-08-31,441.5444444444444,26.04786634460548,19.90024154589372,19.10479871175524,393.2974074074073,92,True,True,271.6909091,287.4
National Total,Yala,Low Country Vegetable,Brinjals,2012,4815.0,48163.0,10.00269989615784,False,4,2012-04-01,2012-04-01,2012-01-01,2012-03-31,192.81481481481484,24.95641025641025,12.757427757427756,20.49129019129019,391.8188888888889,91,True,True,32.833333333333336,55.125
National Total,Maha,Low Country Vegetable,Brinjals,2012,6945.0,79000.0,11.375089992800577,False,9,2012-09-01,2012-09-01,2012-06-01,2012-08-31,271.4518518518518,26.73909017713365,21.219847020933976,19.93822463768116,436.74740740740737,92,True,True,49.695,67.414
National Total,Yala,Low Country Vegetable,Brinjals,2013,5218.0,54099.0,10.367765427366807,False,4,2013-04-01,2013-04-01,2013-01-01,2013-03-31,479.52592592592606,24.79600823045267,13.010246913580248,18.615028806584363,349.47962962962964,90,True,True,40.565,40.32
National Total,Maha,Low Country Vegetable,Brinjals,2013,7078.0,75808.0,10.710370161062446,False,9,2013-09-01,2013-09-01,2013-06-01,2013-08-31,378.27777777777777,26.0592190016103,20.98921095008052,19.044879227053144,398.4211111111111,92,True,True,37.625,30.6975
National Total,Yala,Low Country Vegetable,Brinjals,2014,4397.0,45762.0,10.407550602683648,False,4,2014-04-01,2014-04-01,2014-01-01,2014-03-31,184.15185185185183,25.0727572016461,14.82559670781893,20.222942386831274,394.5177777777778,90,True,True,39.13,68.3725
National Total,Maha,Low Country Vegetable,Brinjals,2014,7004.0,80907.0,11.551541976013706,False,9,2014-09-01,2014-09-01,2014-06-01,2014-08-31,278.4000000000001,26.76694847020934,21.32246376811594,19.86382045088567,429.4092592592592,92,True,True,39.1525,61.5425
