District,Year,Season,TotalDaylightDuration_s,TotalSunshineDuration_s,TotalPrecipitationSum_mm,TotalRainSum_mm,TotalPrecipitationHours_h,TotalShortwaveRadiationSum_MJm2,TotalEt0FaoEvapotranspiration_mm,MeanTemperature2mMax_C,MeanTemperature2mMin_C,MeanTemperature2mMean_C,MeanApparentTemperatureMax_C,MeanApparentTemperatureMin_C,MeanApparentTemperatureMean_C,MeanWindSpeed10mMax_kmh,MeanWindGusts10mMax_kmh,MeanWindDirection10mDominant,MostCommonWeatherCode,WeatherDays
Bandarawela,2023,Yala,6833590.07,5474510.48,561.9,561.9,824.0,3218.39,629.83,25.70392156862745,16.902614379084966,21.03529411764706,29.40261437908497,17.662745098039217,22.915032679738562,9.956209150326798,24.802614379084968,243.1764705882353,51.0,153
Batticaloa,2012,Maha,9077465.05,6974603.08,1796.5,1796.5,1878.0,3663.04,797.88,28.856603773584908,24.631603773584903,26.49245283018868,33.612735849056605,28.473113207547172,30.412735849056602,17.129245283018868,29.151415094339626,116.6745283018868,51.0,212
Batticaloa,2012,Yala,6853706.4,5958920.51,140.6,140.6,238.0,3339.69,799.1,33.26339869281046,26.2640522875817,29.434640522875817,38.80392156862745,30.43921568627451,33.789542483660135,15.03137254901961,28.080392156862747,168.41830065359477,1.0,153
Batticaloa,2013,Maha,9077529.99,7489277.7700000005,970.0,970.0,1588.0,3880.59,856.37,29.076415094339623,24.44858490566038,26.552830188679245,33.242924528301884,27.935377358490566,30.066981132075473,17.747169811320756,30.565094339622643,117.17924528301887,51.0,212
Batticaloa,2013,Yala,6853631.27,5766680.67,155.9,155.9,262.0,3239.78,781.35,32.907189542483664,26.312418300653597,29.16928104575163,38.38039215686275,30.461437908496734,33.469281045751636,15.431372549019608,28.700000000000003,176.33333333333334,51.0,153
Batticaloa,2014,Maha,9077596.99,7142103.57,1708.8,1708.8,1987.0,3782.71,797.53,28.675943396226415,24.306132075471698,26.243867924528303,33.50424528301887,28.138207547169813,30.25235849056604,16.054716981132074,27.73443396226415,114.08490566037736,51.0,212
Batticaloa,2014,Yala,6853559.46,5896628.09,241.5,241.5,331.0,3323.62,802.79,32.886274509803926,26.498039215686273,29.287581699346404,38.39934640522876,30.747058823529414,33.67581699346405,15.964705882352941,29.233986928104578,180.69934640522877,51.0,153
Batticaloa,2015,Maha,9121566.34,7406650.35,1335.7,1335.7,1840.0,3846.24,829.93,29.210798122065725,24.940845070422533,26.822535211267606,34.25164319248827,29.098591549295776,31.055868544600937,16.43568075117371,28.02159624413146,109.30046948356808,51.0,213
Batticaloa,2015,Yala,6853495.4,5931573.07,260.5,260.5,393.0,3312.15,757.83,32.43333333333334,26.181045751633985,28.96732026143791,38.52549019607843,30.748366013071895,33.795424836601306,14.394771241830066,26.246405228758167,171.94117647058823,51.0,153
Batticaloa,2016,Maha,9077471.61,7665414.88,895.9,895.9,1455.0,4119.84,889.97,29.68915094339623,24.308490566037733,26.787264150943393,34.242924528301884,28.16132075471698,30.739622641509435,16.750943396226415,30.939622641509434,114.64622641509433,51.0,212
Batticaloa,2016,Yala,6853701.79,5715325.41,311.4,311.4,374.0,3238.91,781.18,33.01503267973856,26.647712418300653,29.441176470588236,38.683660130718955,31.04901960784314,33.991503267973854,15.894771241830066,29.20326797385621,182.40522875816993,51.0,153
Batticaloa,2017,Maha,9077524.52,7130305.97,1098.5,1098.5,1744.0,3817.48,797.11,29.27877358490566,24.129245283018868,26.42735849056604,34.111320754716985,28.485377358490563,30.882075471698112,16.11556603773585,32.39056603773585,137.6179245283019,51.0,212
Batticaloa,2017,Yala,6853631.04,5884385.74,300.9,300.9,355.0,3343.37,807.37,34.39542483660131,26.356862745098038,29.71503267973856,39.26339869281046,31.39346405228758,34.467320261437905,18.31045751633987,37.5875816993464,174.31372549019608,51.0,153
Batticaloa,2018,Maha,9077600.56,7398574.29,1020.7,1020.7,2140.0,4042.54,851.62,29.53066037735849,24.187735849056605,26.624056603773585,34.27405660377359,28.591509433962262,30.997169811320752,16.370283018867923,32.0438679245283,113.97169811320755,51.0,212
Batticaloa,2018,Yala,6853570.05,5719465.95,379.2,379.2,570.0,3205.75,781.69,33.29607843137255,25.492156862745098,28.826797385620914,37.825490196078434,30.16013071895425,33.20980392156863,18.632679738562093,38.41568627450981,190.24183006535947,51.0,153
Batticaloa,2019,Maha,9121557.46,7603257.19,1242.5,1242.5,2200.0,4042.66,847.14,29.433333333333334,24.473239436619718,26.757746478873237,34.33943661971831,29.00093896713615,31.221126760563383,16.220657276995304,32.65539906103287,91.74647887323944,51.0,213
Batticaloa,2019,Yala,6853518.04,5814409.01,233.9,233.9,426.0,3292.21,787.33,34.273856209150324,26.176470588235293,29.739215686274513,39.3562091503268,31.39673202614379,34.63725490196079,18.216339869281047,38.456862745098036,156.36601307189542,51.0,153
Batticaloa,2020,Maha,9077446.46,7102402.59,1251.5,1251.5,2144.0,3832.34,816.08,29.783962264150944,24.296698113207544,26.73066037735849,34.41084905660377,28.762735849056604,31.16933962264151,16.835849056603774,33.864622641509435,122.56132075471699,51.0,212
Batticaloa,2020,Yala,6853724.36,5632477.49,325.1,325.1,653.0,3189.31,743.16,33.4562091503268,25.91764705882353,29.237254901960785,38.509803921568626,31.24248366013072,34.266666666666666,17.58954248366013,36.89019607843137,164.91503267973857,51.0,153
Batticaloa,2021,Maha,9077495.23,7292287.79,1092.8,1092.8,1762.0,4097.58,850.45,29.831132075471697,23.91179245283019,26.545283018867927,34.93490566037736,28.358962264150946,31.124056603773585,15.784433962264151,30.880188679245286,139.6509433962264,51.0,212
Batticaloa,2021,Yala,6853663.9,5618422.66,493.6,493.6,731.0,3193.66,750.07,33.42156862745098,25.537908496732026,28.91372549019608,38.28104575163399,30.53464052287582,33.686928104575166,17.007843137254902,36.44444444444444,181.77124183006535,51.0,153
Batticaloa,2022,Maha,9077549.94,7047376.66,1289.1,1289.1,1774.0,4051.54,839.98,29.266981132075472,23.539150943396226,26.102358490566036,33.97075471698113,27.569339622641508,30.264622641509437,17.000471698113206,31.433962264150942,143.93867924528303,51.0,212
Batticaloa,2022,Yala,6853602.14,5560444.2,561.2,561.2,657.0,3223.91,730.25,32.85359477124183,25.162091503267973,28.345751633986925,38.17254901960784,30.09673202614379,33.252941176470586,16.364705882352943,32.389542483660136,194.45751633986927,51.0,153
Batticaloa,2023,Maha,9121514.37,7293522.69,1941.5,1941.5,2034.0,4150.85,856.35,29.82582159624413,24.23333333333333,26.71361502347418,35.53098591549296,28.9037558685446,31.613145539906107,15.5962441314554,30.71924882629108,112.87793427230046,63.0,213
Batticaloa,2023,Yala,6853540.02,5738177.28,356.6,356.6,501.0,3387.32,771.62,33.69150326797386,25.63202614379085,29.174509803921566,39.416339869281046,30.922222222222224,34.330065359477125,17.50326797385621,34.19477124183007,157.65359477124184,51.0,153
Colombo,2012,Maha,9094536.95,6835760.09,1695.7,1695.7,1787.0,3704.94,769.94,29.514150943396228,23.72877358490566,26.21981132075472,35.073113207547166,27.922169811320753,30.82311320754717,12.34433962264151,28.46698113207547,155.36320754716982,63.0,212
Colombo,2012,Yala,6835398.62,5301855.04,977.3,977.3,1962.0,2685.17,541.33,29.06078431372549,24.959477124183007,26.737254901960785,34.51307189542484,29.55359477124183,31.521568627450982,16.546405228758168,38.04248366013072,233.30065359477123,51.0,153
Colombo,2013,Maha,9094595.36,7425083.2,1083.7,1083.7,1501.0,3936.42,844.44,30.223113207547172,23.89858490566038,26.65377358490566,35.049528301886795,27.875,30.814622641509434,13.743396226415094,31.224056603773583,182.9009433962264,51.0,212
Colombo,2013,Yala,6835331.06,5127773.51,1171.4,1171.4,2062.0,2640.03,529.06,28.966666666666665,24.962091503267974,26.666013071895424,34.48169934640523,29.556862745098037,31.462745098039218,16.933986928104577,39.55751633986928,242.59477124183007,51.0,153
Colombo,2014,Maha,9094655.68,6970356.81,1885.2,1885.2,1933.0,3765.06,785.8,29.757075471698112,23.764622641509437,26.319339622641508,35.195283018867926,27.968396226415095,30.852830188679246,12.264622641509433,28.701415094339623,179.08962264150944,63.0,212
Colombo,2014,Yala,6835266.41,5302171.72,1125.7,1125.7,1996.0,2688.95,539.45,29.318954248366015,25.215032679738563,26.928758169934643,35.116993464052285,30.120261437908493,31.960130718954247,16.53267973856209,39.19673202614379,239.72549019607843,61.0,153
Colombo,2015,Maha,9138587.51,7038324.49,1689.7,1689.7,1932.0,3783.55,807.51,30.539906103286384,24.480751173708917,27.04225352112676,36.16150234741784,29.068075117370892,31.8906103286385,11.843192488262911,28.040845070422534,176.51643192488262,63.0,213
Colombo,2015,Yala,6835208.78,5346775.54,1164.3,1164.3,2023.0,2744.94,552.16,29.452287581699345,25.1281045751634,26.959477124183007,35.417647058823526,30.01372549019608,32.08300653594771,15.8078431372549,36.50915032679738,227.47712418300654,63.0,153
Colombo,2016,Maha,9094542.76,7567372.93,1000.9,1000.9,1571.0,4056.63,844.93,29.59009433962264,23.552830188679245,26.2188679245283,34.64292452830189,27.42452830188679,30.442924528301884,15.464622641509434,34.10707547169811,197.12264150943398,51.0,212
Colombo,2016,Yala,6835394.47,5207623.73,1379.9,1379.9,1917.0,2701.41,555.71,29.792156862745095,25.561437908496732,27.31830065359477,35.38562091503268,30.46732026143791,32.29150326797386,17.12222222222222,39.56209150326797,237.0,63.0,153
Colombo,2017,Maha,9094590.3,6973380.22,1629.9,1629.9,1884.0,3810.51,805.5600000000001,29.50896226415094,23.69575471698113,26.258490566037736,34.589622641509436,27.403301886792452,30.460849056603774,16.522169811320754,36.77735849056604,194.20283018867926,63.0,212
Colombo,2017,Yala,6835330.8,5421943.86,1453.5,1453.5,2423.0,2794.29,579.49,29.383660130718955,25.57908496732026,27.35424836601307,34.491503267973854,29.968627450980392,31.94183006535948,19.241830065359476,41.85032679738563,233.1437908496732,63.0,153
Colombo,2018,Maha,9094658.83,7261318.17,1083.3,1083.3,1682.0,4047.77,857.75,29.88867924528302,23.625943396226415,26.441981132075473,35.132075471698116,27.505188679245286,30.78018867924528,15.653301886792454,34.41650943396227,187.01415094339623,51.0,212
Colombo,2018,Yala,6835275.91,5065911.25,1357.1,1357.1,2117.0,2743.06,547.49,28.79607843137255,24.974509803921567,26.675816993464053,34.02614379084967,29.054248366013073,31.159477124183002,19.056209150326797,42.620261437908496,220.92156862745097,63.0,153
Colombo,2019,Maha,9138579.45,7051760.71,1504.3,1504.3,1937.0,3908.37,818.74,29.898591549295773,23.9037558685446,26.55962441314554,35.54037558685446,28.050704225352113,31.23849765258216,14.85868544600939,33.54037558685446,182.37089201877933,51.0,213
Colombo,2019,Yala,6835229.12,5053309.7,1136.3,1136.3,2281.0,2711.3,578.94,29.709150326797385,25.684313725490195,27.563398692810456,34.77450980392157,30.08823529411765,32.174509803921566,18.681045751633985,40.97908496732026,221.22875816993465,51.0,153
Colombo,2020,Maha,9094520.43,6765426.97,1528.7,1528.7,2079.0,3763.32,774.78,29.174056603773582,23.75047169811321,26.183490566037733,34.50424528301887,27.63632075471698,30.597641509433963,16.23066037735849,35.68018867924528,189.7311320754717,51.0,212
Colombo,2020,Yala,6835414.77,5035929.94,1165.5,1165.5,2221.0,2738.3,563.38,29.586928104575165,25.47516339869281,27.366013071895424,35.11633986928105,30.215686274509803,32.40522875816993,17.483006535947712,39.007189542483665,230.77777777777777,63.0,153
Colombo,2021,Maha,9094564.26,7071872.26,1439.1,1439.1,2141.0,4001.1,837.31,29.72122641509434,23.559905660377357,26.304716981132078,34.846226415094335,27.36509433962264,30.545283018867927,16.583962264150944,35.008962264150945,194.67924528301887,63.0,212
Colombo,2021,Yala,6835360.42,5200354.5200000005,1329.1,1329.1,2376.0,2784.47,568.55,29.0281045751634,25.241830065359476,26.972549019607843,34.273856209150324,29.50326797385621,31.541830065359473,18.64967320261438,40.710457516339865,230.0,51.0,153
Colombo,2022,Maha,9094613.5,6948013.82,1362.7,1362.7,1853.0,4017.69,818.53,29.052830188679245,23.02311320754717,25.701886792452832,34.29292452830189,26.495283018867923,29.787735849056602,16.331132075471697,33.35566037735849,168.16981132075472,51.0,212
Colombo,2022,Yala,6835304.84,4899539.11,1556.9,1556.9,2186.0,2808.21,570.99,28.749019607843138,24.79019607843137,26.6281045751634,33.72875816993464,28.730065359477123,30.91176470588235,19.48562091503268,39.52091503267974,234.28758169934642,63.0,153
Colombo,2023,Maha,9138540.78,6587373.78,2274.3,2274.3,2245.0,3907.72,809.04,29.998122065727703,23.66244131455399,26.3830985915493,35.87887323943662,27.74460093896714,31.102347417840377,15.528169014084508,32.39953051643192,158.2582159624413,63.0,213
Colombo,2023,Yala,6835248.95,5344686.27,1155.5,1155.5,2098.0,3018.06,609.51,29.608496732026147,24.958169934640523,27.137908496732027,35.12156862745098,29.529411764705884,31.952287581699345,18.18888888888889,37.45751633986928,224.13071895424838,63.0,153
Galle,2012,Maha,9113113.2,7277705.74,1559.5,1559.5,2062.0,4020.52,800.24,28.377830188679248,24.46933962264151,26.199056603773585,34.240566037735846,28.766037735849054,30.89433962264151,13.653301886792454,30.078773584905658,176.21698113207546,51.0,212
Galle,2012,Yala,6815514.09,5861959.58,742.4,742.4,1753.0,3117.25,617.59,28.342483660130718,25.286928104575164,26.66470588235294,32.98300653594771,28.73660130718954,30.41176470588235,21.590196078431372,43.12875816993464,263.16993464052285,51.0,153
Galle,2013,Maha,9113164.5,7911336.11,831.0,831.0,1590.0,4386.02,884.91,28.722169811320757,24.383490566037736,26.278301886792452,34.06603773584906,28.156603773584905,30.434905660377357,15.553773584905661,33.37452830188679,172.4433962264151,51.0,212
Galle,2013,Yala,6815454.66,5824470.06,767.7,767.7,1805.0,3105.28,608.47,28.28496732026144,25.245751633986927,26.605228758169932,32.893464052287584,28.658169934640522,30.30065359477124,22.35751633986928,45.00457516339869,271.0065359477124,51.0,153
Galle,2014,Maha,9113217.42,7483325.13,1522.1,1522.1,2012.0,4140.44,818.83,28.310377358490566,24.335849056603774,26.075,33.97452830188679,28.37547169811321,30.516509433962263,14.200000000000001,31.294811320754718,175.45283018867926,63.0,212
Galle,2014,Yala,6815397.84,5863360.7,777.4,777.4,1748.0,3102.11,611.56,28.507189542483662,25.52875816993464,26.847058823529416,33.169934640522875,29.177124183006537,30.697385620915032,22.350980392156863,44.4562091503268,265.60130718954247,53.0,153
Galle,2015,Maha,9157108.54,7546067.9799999995,1385.2,1385.2,1875.0,4145.24,846.22,29.20234741784038,24.924413145539905,26.784507042253523,34.959154929577466,29.278873239436617,31.47840375586854,14.360093896713614,31.376525821596243,162.94835680751174,51.0,213
Galle,2015,Yala,6815347.19,5891670.49,866.2,866.2,1831.0,3132.4,622.78,28.79019607843137,25.55032679738562,26.98888888888889,33.97581699346405,29.464705882352945,31.201307189542486,20.091503267973856,40.961437908496734,255.62091503267973,51.0,153
Galle,2016,Maha,9113118.14,7749912.11,948.5,948.5,1666.0,4239.62,840.92,28.522641509433964,24.1127358490566,26.08820754716981,33.81650943396227,27.800471698113206,30.248584905660376,16.196698113207546,35.875,207.89150943396226,51.0,212
Galle,2016,Yala,6815510.24,5670115.64,1022.8,1022.8,1854.0,3051.69,608.49,28.806535947712415,25.76732026143791,27.0921568627451,33.66732026143791,29.55751633986928,31.14248366013072,22.031372549019608,43.99869281045752,253.86928104575162,51.0,153
Galle,2017,Maha,9113160.08,7235852.3,1723.7,1723.7,2140.0,3899.28,784.58,28.794811320754718,23.96367924528302,26.171698113207544,34.26792452830189,27.833962264150944,30.618867924528303,15.355660377358491,37.89622641509434,213.39150943396226,63.0,212
Galle,2017,Yala,6815454.35,5724482.53,1510.2,1510.2,2561.0,2921.51,597.71,28.9078431372549,25.584313725490198,27.187581699346403,33.75816993464052,29.491503267973854,31.361437908496733,20.99346405228758,47.89607843137255,267.27450980392155,63.0,153
Galle,2018,Maha,9113220.32,7412851.62,1344.4,1344.4,1964.0,4065.54,813.0,28.920754716981133,23.79433962264151,26.122169811320752,34.76792452830189,27.733018867924528,30.758018867924527,14.111320754716981,35.28820754716981,204.88679245283018,51.0,212
Galle,2018,Yala,6815406.26,5289543.17,1460.3,1460.3,2437.0,2806.66,559.75,28.496078431372545,25.066013071895423,26.643137254901962,33.31699346405229,28.783660130718953,30.732679738562094,20.556209150326797,49.086928104575165,248.4248366013072,63.0,153
Galle,2019,Maha,9157101.41,7116311.11,1585.0,1585.0,2101.0,3951.7,822.29,29.597183098591547,24.026291079812207,26.448826291079815,35.21830985915493,27.837089201877934,30.938497652582157,14.892018779342724,36.79906103286385,150.39906103286384,63.0,213
Galle,2019,Yala,6815365.03,5236913.42,1366.9,1366.9,2482.0,2797.5,584.39,29.086928104575165,25.6562091503268,27.33398692810458,34.233333333333334,29.756209150326796,31.79019607843137,18.73660130718954,44.16274509803921,251.26143790849673,63.0,153
Galle,2020,Maha,9113098.64,7147492.44,1771.3,1771.3,2383.0,3868.04,775.58,28.77169811320755,24.047641509433966,26.158962264150944,34.343396226415095,27.97877358490566,30.678301886792454,15.372169811320756,38.69103773584906,195.41981132075472,63.0,212
Galle,2020,Yala,6815528.24,5185445.85,1272.8,1272.8,2267.0,2806.74,576.6,29.118954248366013,25.581045751633987,27.25686274509804,34.433986928104574,29.809803921568626,31.84967320261438,19.02091503267974,44.789542483660135,248.3986928104575,63.0,153
Galle,2021,Maha,9113137.26,7252713.37,1430.6,1430.6,2334.0,4050.49,815.39,28.779716981132076,23.89669811320755,26.15801886792453,34.300471698113206,27.72877358490566,30.49245283018868,15.856603773584904,36.51792452830189,226.99056603773585,63.0,212
Galle,2021,Yala,6815480.53,5502567.78,1297.2,1297.2,2458.0,2902.58,595.3,28.78496732026144,25.301960784313724,26.956862745098036,33.63856209150327,29.140522875816995,31.088888888888892,20.333986928104576,47.249673202614375,255.44444444444446,63.0,153
Galle,2022,Maha,9113180.59,7169510.69,1392.0,1392.0,2104.0,4087.73,813.97,28.434905660377357,23.423113207547168,25.702358490566034,33.86179245283019,26.943396226415093,29.84481132075472,16.027830188679246,35.945283018867926,213.1556603773585,63.0,212
Galle,2022,Yala,6815431.65,5223612.35,1445.9,1445.9,2379.0,2939.65,603.16,28.54705882352941,24.879738562091504,26.648366013071893,33.10980392156863,28.327450980392157,30.386274509803926,21.64575163398693,46.17581699346405,268.5882352941176,63.0,153
Galle,2023,Maha,9157067.709999999,6687440.7299999995,2383.1,2383.1,2430.0,3879.63,792.8,29.771361502347418,23.500469483568075,26.20234741784038,35.75962441314554,27.70234741784038,31.008920187793425,14.087323943661971,32.225352112676056,166.11737089201878,63.0,213
Galle,2023,Yala,6815382.52,5513999.41,1086.0,1086.0,2318.0,3079.7,623.28,29.201960784313723,25.001307189542484,27.02222222222222,34.45816993464052,29.084967320261438,31.432026143790853,19.50392156862745,41.81111111111111,246.55555555555554,53.0,153
Gampaha,2012,Maha,9091436.33,6894166.56,1678.1,1678.1,1676.0,3737.13,785.78,29.628301886792453,23.566981132075473,26.11509433962264,34.76320754716981,27.6061320754717,30.47877358490566,13.077358490566038,30.306132075471698,133.33490566037736,63.0,212
Gampaha,2012,Yala,6838721.38,5355872.38,904.9,904.9,1931.0,2700.51,546.48,29.266013071895422,24.779738562091506,26.6,34.4359477124183,29.26339869281046,31.202614379084967,16.473856209150327,39.31372549019608,217.86928104575162,51.0,153
Gampaha,2013,Maha,9091495.96,7475251.13,957.1,957.1,1424.0,3948.36,857.39,30.383018867924527,23.692924528301884,26.544811320754718,34.77311320754717,27.47924528301887,30.44622641509434,13.814150943396227,32.9561320754717,142.11320754716982,51.0,212
Gampaha,2013,Yala,6838652.38,5108799.23,1180.9,1180.9,2084.0,2626.21,524.55,28.986928104575163,24.72091503267974,26.44640522875817,34.39084967320262,29.287581699346404,31.168627450980395,16.181045751633985,39.490196078431374,224.81045751633988,63.0,153
Gampaha,2014,Maha,9091557.5,6989573.76,1746.1,1746.1,1858.0,3777.5,795.8,29.891037735849054,23.553301886792454,26.189622641509434,34.97075471698113,27.614622641509435,30.55754716981132,12.354245283018868,29.564622641509434,155.45283018867926,63.0,212
Gampaha,2014,Yala,6838586.48,5317724.76,1056.4,1056.4,2009.0,2697.81,542.38,29.466666666666665,24.933333333333334,26.74313725490196,35.1437908496732,29.77516339869281,31.659477124183002,15.777777777777779,39.069934640522874,221.94117647058823,51.0,153
Gampaha,2015,Maha,9135495.99,7088553.3,1682.9,1682.9,1770.0,3820.14,827.36,30.802347417840373,24.36525821596244,27.014084507042252,36.024882629107985,28.79906103286385,31.615023474178404,12.249765258215962,29.731455399061034,157.06103286384976,63.0,213
Gampaha,2015,Yala,6838527.67,5372087.16,1101.1,1101.1,1959.0,2751.29,553.17,29.540522875816993,24.898692810457515,26.7640522875817,35.3,29.633986928104576,31.726143790849676,15.35032679738562,36.76993464052288,213.4967320261438,61.0,153
Gampaha,2016,Maha,9091442.19,7590524.06,970.1,970.1,1488.0,4047.53,859.78,30.17735849056604,23.258490566037736,26.173113207547168,34.87877358490566,27.018396226415092,30.233962264150946,14.641509433962264,33.87122641509434,168.58962264150944,51.0,212
Gampaha,2016,Yala,6838717.05,5235432.8,1411.2,1411.2,1911.0,2717.61,556.44,29.84640522875817,25.244444444444444,27.107189542483656,35.386274509803926,30.1359477124183,32.0281045751634,16.33856209150327,39.416339869281046,221.16993464052288,51.0,153
Gampaha,2017,Maha,9091490.81,6901657.43,1556.0,1556.0,1818.0,3759.74,813.82,30.420754716981133,23.126415094339624,26.14622641509434,35.325471698113205,26.827358490566034,30.291509433962265,14.466037735849058,35.04150943396227,160.28301886792454,63.0,212
Gampaha,2017,Yala,6838652.08,5331658.33,1433.9,1433.9,2348.0,2715.58,551.49,29.600653594771238,24.668627450980395,26.879738562091507,34.947712418300654,29.369281045751634,31.774509803921568,16.774509803921568,39.23071895424837,217.5032679738562,63.0,153
Gampaha,2018,Maha,9091560.67,7216761.45,1321.7,1321.7,1583.0,4010.1,866.31,30.800943396226415,23.06084905660377,26.33820754716981,35.91603773584906,26.91698113207547,30.610849056603772,14.09433962264151,33.45943396226415,166.96698113207546,51.0,212
Gampaha,2018,Yala,6838596.19,4997368.1,1378.6,1378.6,2149.0,2676.88,534.63,29.20980392156863,24.292810457516342,26.35751633986928,34.464705882352945,28.677124183006537,31.021568627450982,17.058823529411764,41.047712418300655,212.4967320261438,63.0,153
Gampaha,2019,Maha,9135487.82,7090340.34,1676.8,1676.8,1920.0,3913.87,847.68,31.12769953051643,23.384976525821596,26.572300469483565,36.43474178403756,27.458215962441315,31.081220657276997,13.806572769953053,34.09154929577465,152.59154929577466,63.0,213
Gampaha,2019,Yala,6838548.49,5059268.87,1222.7,1222.7,2353.0,2675.04,561.67,30.18562091503268,24.863398692810456,27.204575163398694,35.45294117647059,29.547712418300655,32.06928104575164,16.530718954248364,39.45751633986928,209.50980392156862,51.0,153
Gampaha,2020,Maha,9091419.24,6772782.96,1588.8,1588.8,2065.0,3742.49,785.09,30.05424528301887,23.19056603773585,26.089150943396223,35.18726415094339,27.153301886792452,30.50188679245283,14.370754716981132,34.818396226415096,174.66509433962264,51.0,212
Gampaha,2020,Yala,6838737.76,5033654.61,1244.9,1244.9,2198.0,2706.63,555.8,30.14248366013072,24.73267973856209,27.056862745098037,35.79477124183007,29.759477124183004,32.2797385620915,15.216339869281045,37.213725490196076,217.37254901960785,63.0,153
Gampaha,2021,Maha,9091464.09,6987669.47,1503.0,1503.0,2091.0,3932.19,837.48,30.651415094339626,23.02075471698113,26.195283018867922,35.54575471698113,26.879716981132077,30.422169811320753,14.803301886792454,34.01509433962264,170.27830188679246,63.0,212
Gampaha,2021,Yala,6838682.4,5107085.18,1321.9,1321.9,2368.0,2708.83,550.03,29.535947712418302,24.49542483660131,26.659477124183006,34.873856209150325,29.109803921568627,31.499346405228756,16.194771241830068,38.82156862745098,215.54901960784315,63.0,153
Gampaha,2022,Maha,9091514.36,6904728.5,1421.6,1421.6,1865.0,3997.57,826.73,29.89858490566038,22.400943396226417,25.560377358490566,34.89150943396226,25.91933962264151,29.656603773584905,14.420754716981131,32.216509433962266,144.83018867924528,63.0,212
Gampaha,2022,Yala,6838625.61,4861184.94,1443.7,1443.7,2268.0,2754.84,554.89,29.31437908496732,24.03464052287582,26.305228758169932,34.355555555555554,28.358169934640525,30.85686274509804,17.173202614379086,37.99869281045752,216.13071895424838,63.0,153
Gampaha,2023,Maha,9135448.41,6558896.57,2337.5,2337.5,2080.0,3888.76,825.26,31.049765258215963,23.027230046948358,26.26619718309859,36.70046948356807,27.164319248826292,30.914084507042254,14.101408450704225,32.347417840375584,146.54460093896714,63.0,213
Gampaha,2023,Yala,6838568.59,5322236.26,1104.7,1104.7,2054.0,2983.56,601.56,30.159477124183002,24.07124183006536,26.707843137254905,35.826797385620914,28.740522875816996,31.684313725490195,16.169934640522875,35.88366013071895,204.99346405228758,63.0,153
Hambantota,2012,Maha,9111566.82,7278325.65,1047.9,1047.9,1399.0,3921.67,835.45,29.361792452830187,24.331132075471697,26.418867924528303,34.175943396226415,28.295754716981133,30.575943396226418,15.815566037735849,31.131603773584903,134.45754716981133,63.0,212
Hambantota,2012,Yala,6817167.9,5919279.97,186.1,186.1,467.0,3195.98,776.93,31.36666666666667,25.70326797385621,27.945751633986927,34.38039215686275,29.138562091503267,31.051633986928103,24.866013071895424,47.414379084967315,249.9607843137255,51.0,153
Hambantota,2013,Maha,9111618.75,7841838.25,407.40000000000003,407.40000000000003,737.0,4302.57,986.88,30.368867924528303,24.391509433962263,26.899056603773587,34.09905660377358,27.904245283018867,30.243867924528303,19.215566037735847,37.306132075471695,138.22169811320754,51.0,212
Hambantota,2013,Yala,6817107.73,5847701.41,177.0,177.0,372.0,3110.08,752.7,31.107189542483656,25.701960784313727,27.844444444444445,34.2562091503268,29.059477124183008,30.99346405228758,24.535947712418302,47.06209150326797,249.79738562091504,51.0,153
Hambantota,2014,Maha,9111672.34,7415481.58,1120.2,1120.2,1121.0,4058.31,875.65,29.58820754716981,24.23820754716981,26.46981132075472,34.20471698113207,28.010849056603774,30.41698113207547,16.36132075471698,31.95,135.1745283018868,51.0,212
Hambantota,2014,Yala,6817050.33,5925652.36,245.9,245.9,391.0,3165.7,794.77,31.937908496732025,26.017647058823528,28.33856209150327,35.01307189542484,29.613071895424838,31.5718954248366,24.60326797385621,46.773856209150324,249.11764705882354,51.0,153
Hambantota,2015,Maha,9155566.72,7602300.06,896.6,896.6,1178.0,4114.34,903.12,30.173239436619717,24.847887323943663,27.070892018779343,34.9112676056338,28.89295774647887,31.196713615023473,16.809859154929576,33.002347417840376,133.20657276995306,63.0,213
Hambantota,2015,Yala,6816999.08,5890050.2,367.6,367.6,618.0,3169.66,732.37,31.104575163398692,25.788888888888888,27.90457516339869,35.21699346405229,29.737908496732025,31.755555555555556,21.986928104575163,42.90915032679739,239.7843137254902,51.0,153
Hambantota,2016,Maha,9111572.07,7822783.37,487.6,487.6,869.0,4229.02,1000.5600000000001,30.798584905660377,24.47688679245283,27.096698113207548,34.425943396226415,27.80754716981132,30.349056603773583,19.96745283018868,41.2688679245283,151.47641509433961,51.0,212
Hambantota,2016,Yala,6817164.11,5735737.97,477.8,477.8,596.0,3088.76,735.41,31.24248366013072,26.104575163398692,28.12483660130719,34.97908496732026,29.883660130718955,31.77908496732026,23.750980392156862,44.86993464052288,237.77124183006535,51.0,153
Hambantota,2017,Maha,9111614.23,7437310.37,984.4,984.4,1328.0,3983.56,921.15,30.087735849056607,24.39811320754717,26.82122641509434,34.116037735849055,27.516509433962263,30.164150943396226,20.30943396226415,45.58867924528302,140.5566037735849,51.0,212
Hambantota,2017,Yala,6817107.48,5880623.47,203.6,203.6,644.0,3172.13,823.11,32.23921568627451,25.986928104575163,28.56274509803922,35.10588235294117,29.200000000000003,31.43856209150327,26.785620915032677,59.66535947712418,246.80392156862746,51.0,153
