MonthDate,Crop,WholesalePrice_RsKg,PrevMonthWholesalePrice_RsKg,NextMonthWholesalePrice_RsKg
2014-01-01,Beetroot,51.1575,45.506,36.375
2014-02-01,Beetroot,36.375,51.1575,30.432
2014-03-01,Beetroot,30.432,36.375,35.0725
2014-04-01,Beetroot,35.0725,30.432,55.3525
2014-05-01,Beetroot,55.3525,35.0725,86.6
2014-06-01,Beetroot,86.6,55.3525,81.85249999999999
2014-07-01,Beetroot,81.85249999999999,86.6,48.1975
2014-08-01,Beetroot,48.1975,81.85249999999999,49.532
2014-09-01,Beetroot,49.532,48.1975,60.7725
2014-10-01,Beetroot,60.7725,49.532,98.775
2014-11-01,Beetroot,98.775,60.7725,141.252
2014-12-01,Beetroot,141.252,98.775,177.125
2015-01-01,Beetroot,177.125,141.252,75.375
2015-02-01,Beetroot,75.375,177.125,48.432
2015-03-01,Beetroot,48.432,75.375,47.1475
2015-04-01,Beetroot,47.1475,48.432,86.02
2015-05-01,Beetroot,86.02,47.1475,107.418
2015-06-01,Beetroot,107.418,86.02,81.1825
2015-07-01,Beetroot,81.1825,107.418,42.334
2015-08-01,Beetroot,42.334,81.1825,39.5575
2015-09-01,Beetroot,39.5575,42.334,48.8125
2015-10-01,Beetroot,48.8125,39.5575,110.88400000000001
2015-11-01,Beetroot,110.88400000000001,48.8125,166.75333333333333
2015-12-01,Beetroot,166.75333333333333,110.88400000000001,182.6575
2016-01-01,Beetroot,182.6575,166.75333333333333,77.372
2016-02-01,Beetroot,77.372,182.6575,64.42750000000001
2016-03-01,Beetroot,64.42750000000001,77.372,69.745
2016-04-01,Beetroot,69.745,64.42750000000001,105.518
2016-05-01,Beetroot,105.518,69.745,129.1825
2016-06-01,Beetroot,129.1825,105.518,119.205
2016-07-01,Beetroot,119.205,129.1825,50.05
2016-08-01,Beetroot,50.05,119.205,46.31
2016-09-01,Beetroot,46.31,50.05,50.065999999999995
2016-10-01,Beetroot,50.065999999999995,46.31,39.8575
2016-11-01,Beetroot,39.8575,50.065999999999995,52.5575
2016-12-01,Beetroot,52.5575,39.8575,44.43
2017-01-01,Beetroot,44.43,52.5575,47.5325
2017-02-01,Beetroot,47.5325,44.43,50.66666666666663
2017-03-01,Beetroot,50.66666666666663,47.5325,102.47808441558428
2017-04-01,Beetroot,102.47808441558428,50.66666666666663,117.5203463203458
2017-05-01,Beetroot,117.5203463203458,102.47808441558428,100.56043957115378
2017-06-01,Beetroot,100.56043957115378,117.5203463203458,56.7560439567106
2017-07-01,Beetroot,56.7560439567106,100.56043957115378,39.63095238011901
2017-08-01,Beetroot,39.63095238011901,56.7560439567106,44.00641025641023
2017-09-01,Beetroot,44.00641025641023,39.63095238011901,70.42857142876923
2017-10-01,Beetroot,70.42857142876923,44.00641025641023,96.5267857175
2017-11-01,Beetroot,96.5267857175,70.42857142876923,149.42994505
2017-12-01,Beetroot,149.42994505,96.5267857175,144.71447619999998
2018-01-01,Beetroot,144.71447619999998,149.42994505,95.06410255750001
2018-02-01,Beetroot,95.06410255750001,144.71447619999998,65.34523809250001
2018-03-01,Beetroot,65.34523809250001,95.06410255750001,67.091941394
2018-04-01,Beetroot,67.091941394,65.34523809250001,128.625
2018-05-01,Beetroot,128.625,67.091941394,152.60897434999998
2018-06-01,Beetroot,152.60897434999998,128.625,143.0833333
2018-07-01,Beetroot,143.0833333,152.60897434999998,
2018-08-01,Beetroot,,143.0833333,
2018-09-01,Beetroot,,,
2018-10-01,Beetroot,,,
2018-11-01,Beetroot,,,60.0
2018-12-01,Beetroot,60.0,,67.77083333499999
2019-01-01,Beetroot,67.77083333499999,60.0,57.600108225
2019-02-01,Beetroot,57.600108225,67.77083333499999,71.99404762
2019-03-01,Beetroot,71.99404762,57.600108225,80.606060606
2019-04-01,Beetroot,80.606060606,71.99404762,144.246794875
2019-05-01,Beetroot,144.246794875,80.606060606,175.2840909
2019-06-01,Beetroot,175.2840909,144.246794875,227.2727273
2019-07-01,Beetroot,227.2727273,175.2840909,
2019-08-01,Beetroot,,227.2727273,
2019-09-01,Beetroot,,,
2019-10-01,Beetroot,,,
2019-11-01,Beetroot,,,229.0909091
2019-12-01,Beetroot,229.0909091,,178.5
2020-01-01,Beetroot,178.5,229.0909091,108.94886364499999
2020-02-01,Beetroot,108.94886364499999,178.5,68.63636364
2020-03-01,Beetroot,68.63636364,108.94886364499999,
2020-04-01,Beetroot,,68.63636364,42.458333332500004
2020-05-01,Beetroot,42.458333332500004,,84.290909092
2020-06-01,Beetroot,84.290909092,42.458333332500004,89.545454545
2020-07-01,Beetroot,89.545454545,84.290909092,94.77692308
2020-08-01,Beetroot,94.77692308,89.545454545,73.9583333325
2020-09-01,Beetroot,73.9583333325,94.77692308,
2020-10-01,Beetroot,,73.9583333325,
2020-11-01,Beetroot,,,
2020-12-01,Beetroot,,,159.625
2021-01-01,Beetroot,159.625,,197.61363634999998
2021-02-01,Beetroot,197.61363634999998,159.625,92.31969697
2021-03-01,Beetroot,92.31969697,197.61363634999998,77.800324675
2021-04-01,Beetroot,77.800324675,92.31969697,59.53846153666667
2021-05-01,Beetroot,59.53846153666667,77.800324675,159.61038965
2021-06-01,Beetroot,159.61038965,59.53846153666667,113.2612179425
2021-07-01,Beetroot,113.2612179425,159.61038965,88.1190476175
2021-08-01,Beetroot,88.1190476175,113.2612179425,44.8863636375
2021-09-01,Beetroot,44.8863636375,88.1190476175,45.8214285725
2021-10-01,Beetroot,45.8214285725,44.8863636375,77.53333334199999
2021-11-01,Beetroot,77.53333334199999,45.8214285725,268.416666675
2021-12-01,Beetroot,268.416666675,77.53333334199999,366.22626262
2022-01-01,Beetroot,366.22626262,268.416666675,248.818181825
2022-02-01,Beetroot,248.818181825,366.22626262,127.613636375
2022-03-01,Beetroot,127.613636375,248.818181825,139.905303025
2022-04-01,Beetroot,139.905303025,127.613636375,263.98268398
2022-05-01,Beetroot,263.98268398,139.905303025,271.331168825
2022-06-01,Beetroot,271.331168825,263.98268398,215.208333325
2022-07-01,Beetroot,215.208333325,271.331168825,127.93939392
2022-08-01,Beetroot,127.93939392,215.208333325,191.75865802500002
2022-09-01,Beetroot,191.75865802500002,127.93939392,239.46666666000002
2022-10-01,Beetroot,239.46666666000002,191.75865802500002,259.708333325
2022-11-01,Beetroot,259.708333325,239.46666666000002,342.242424225
2022-12-01,Beetroot,342.242424225,259.708333325,318.01748252000004
2023-01-01,Beetroot,318.01748252000004,342.242424225,149.51923077499998
2023-02-01,Beetroot,149.51923077499998,318.01748252000004,145.2651515
2023-03-01,Beetroot,145.2651515,149.51923077499998,147.7840909
2023-04-01,Beetroot,147.7840909,145.2651515,260.98484848
2023-05-01,Beetroot,260.98484848,147.7840909,342.06439395
2023-06-01,Beetroot,342.06439395,260.98484848,252.7121212
2023-07-01,Beetroot,252.7121212,342.06439395,129.410714275
2023-08-01,Beetroot,129.410714275,252.7121212,114.071969725
2023-09-01,Beetroot,114.071969725,129.410714275,116.00000002000002
2023-10-01,Beetroot,116.00000002000002,114.071969725,210.147727275
2023-11-01,Beetroot,210.147727275,116.00000002000002,390.45454545
2023-12-01,Beetroot,390.45454545,210.147727275,509.06363636000003
2024-01-01,Beetroot,509.06363636000003,390.45454545,399.5
2024-02-01,Beetroot,399.5,509.06363636000003,209.0
2024-03-01,Beetroot,209.0,399.5,173.83076924
2024-04-01,Beetroot,173.83076924,209.0,250.979020975
2024-05-01,Beetroot,250.979020975,173.83076924,419.91933065
2024-06-01,Beetroot,419.91933065,250.979020975,357.06153845999995
2024-07-01,Beetroot,357.06153845999995,419.91933065,149.5
2024-08-01,Beetroot,149.5,357.06153845999995,87.927272728
2024-09-01,Beetroot,87.927272728,149.5,92.769230775
2024-10-01,Beetroot,92.769230775,87.927272728,138.94871795
2024-11-01,Beetroot,138.94871795,92.769230775,328.6923077
2024-12-01,Beetroot,328.6923077,138.94871795,413.75
2025-01-01,Beetroot,413.75,328.6923077,266.136363625
2025-02-01,Beetroot,266.136363625,413.75,100.7692308
2025-03-01,Beetroot,100.7692308,266.136363625,
2012-01-01,Bitter Gourd,82.676,,57.7875
2012-02-01,Bitter Gourd,57.7875,82.676,47.46333333333333
2012-03-01,Bitter Gourd,47.46333333333333,57.7875,44.134
2012-04-01,Bitter Gourd,44.134,47.46333333333333,86.1125
2012-05-01,Bitter Gourd,86.1125,44.134,85.6525
2012-06-01,Bitter Gourd,85.6525,86.1125,74.61
2012-07-01,Bitter Gourd,74.61,85.6525,58.879999999999995
2012-08-01,Bitter Gourd,58.879999999999995,74.61,58.1625
2012-09-01,Bitter Gourd,58.1625,58.879999999999995,89.28
2012-10-01,Bitter Gourd,89.28,58.1625,130.9375
2012-11-01,Bitter Gourd,130.9375,89.28,103.0
2012-12-01,Bitter Gourd,103.0,130.9375,109.8125
2013-01-01,Bitter Gourd,109.8125,103.0,82.0
2013-02-01,Bitter Gourd,82.0,109.8125,71.35
2013-03-01,Bitter Gourd,71.35,82.0,50.1575
2013-04-01,Bitter Gourd,50.1575,71.35,66.64
2013-05-01,Bitter Gourd,66.64,50.1575,57.6775
2013-06-01,Bitter Gourd,57.6775,66.64,46.0
2013-07-01,Bitter Gourd,46.0,57.6775,31.75
2013-08-01,Bitter Gourd,31.75,46.0,35.05
2013-09-01,Bitter Gourd,35.05,31.75,51.6425
2013-10-01,Bitter Gourd,51.6425,35.05,68.0
2013-11-01,Bitter Gourd,68.0,51.6425,57.8
2013-12-01,Bitter Gourd,57.8,68.0,84.88
2014-01-01,Bitter Gourd,84.88,57.8,94.7825
2014-02-01,Bitter Gourd,94.7825,84.88,81.408
2014-03-01,Bitter Gourd,81.408,94.7825,91.75
2014-04-01,Bitter Gourd,91.75,81.408,104.7875
2014-05-01,Bitter Gourd,104.7875,91.75,144.702
2014-06-01,Bitter Gourd,144.702,104.7875,64.145
2014-07-01,Bitter Gourd,64.145,144.702,32.5
2014-08-01,Bitter Gourd,32.5,64.145,38.1
2014-09-01,Bitter Gourd,38.1,32.5,82.5
2014-10-01,Bitter Gourd,82.5,38.1,113.25
2014-11-01,Bitter Gourd,113.25,82.5,134.2
2014-12-01,Bitter Gourd,134.2,113.25,155.8475
2015-01-01,Bitter Gourd,155.8475,134.2,112.2575
2015-02-01,Bitter Gourd,112.2575,155.8475,77.38199999999999
2015-03-01,Bitter Gourd,77.38199999999999,112.2575,69.75
2015-04-01,Bitter Gourd,69.75,77.38199999999999,92.0
2015-05-01,Bitter Gourd,92.0,69.75,115.04400000000001
2015-06-01,Bitter Gourd,115.04400000000001,92.0,100.6575
2015-07-01,Bitter Gourd,100.6575,115.04400000000001,74.396
2015-08-01,Bitter Gourd,74.396,100.6575,86.31
2015-09-01,Bitter Gourd,86.31,74.396,129.47
2015-10-01,Bitter Gourd,129.47,86.31,154.51
2015-11-01,Bitter Gourd,154.51,129.47,153.17333333333332
2015-12-01,Bitter Gourd,153.17333333333332,154.51,152.23
2016-01-01,Bitter Gourd,152.23,153.17333333333332,86.75
2016-02-01,Bitter Gourd,86.75,152.23,71.8275
2016-03-01,Bitter Gourd,71.8275,86.75,74.47749999999999
2016-04-01,Bitter Gourd,74.47749999999999,71.8275,141.47
2016-05-01,Bitter Gourd,141.47,74.47749999999999,186.19
2016-06-01,Bitter Gourd,186.19,141.47,148.51
2016-07-01,Bitter Gourd,148.51,186.19,43.78
2016-08-01,Bitter Gourd,43.78,148.51,51.1325
2016-09-01,Bitter Gourd,51.1325,43.78,101.286
2016-10-01,Bitter Gourd,101.286,51.1325,140.715
2016-11-01,Bitter Gourd,140.715,101.286,173.1975
2016-12-01,Bitter Gourd,173.1975,140.715,164.41
2017-01-01,Bitter Gourd,164.41,173.1975,110.735
2017-02-01,Bitter Gourd,110.735,164.41,113.84523809523775
2017-03-01,Bitter Gourd,113.84523809523775,110.735,115.2840909090909
2017-04-01,Bitter Gourd,115.2840909090909,113.84523809523775,156.374725274725
2017-05-01,Bitter Gourd,156.374725274725,115.2840909090909,171.91071429642824
2017-06-01,Bitter Gourd,171.91071429642824,156.374725274725,134.3523809523808
2017-07-01,Bitter Gourd,134.3523809523808,171.91071429642824,96.5595238178571
2017-08-01,Bitter Gourd,96.5595238178571,134.3523809523808,128.52380951547605
2017-09-01,Bitter Gourd,128.52380951547605,96.5595238178571,194.99047620000002
2017-10-01,Bitter Gourd,194.99047620000002,128.52380951547605,148.588827825
2017-11-01,Bitter Gourd,148.588827825,194.99047620000002,178.18681320000002
2017-12-01,Bitter Gourd,178.18681320000002,148.588827825,171.03427105999998
2018-01-01,Bitter Gourd,171.03427105999998,178.18681320000002,67.9642857125
2018-02-01,Bitter Gourd,67.9642857125,171.03427105999998,71.93452381
2018-03-01,Bitter Gourd,71.93452381,67.9642857125,130.38681318599998
2018-04-01,Bitter Gourd,130.38681318599998,71.93452381,211.75
2018-05-01,Bitter Gourd,211.75,130.38681318599998,196.692307725
2018-06-01,Bitter Gourd,196.692307725,211.75,127.91666670000001
2018-07-01,Bitter Gourd,127.91666670000001,196.692307725,
2018-08-01,Bitter Gourd,,127.91666670000001,
2018-09-01,Bitter Gourd,,,
2018-10-01,Bitter Gourd,,,
2018-11-01,Bitter Gourd,,,157.2727273
2018-12-01,Bitter Gourd,157.2727273,,111.07142859
2019-01-01,Bitter Gourd,111.07142859,157.2727273,94.55128205
2019-02-01,Bitter Gourd,94.55128205,111.07142859,164.702380925
2019-03-01,Bitter Gourd,164.702380925,94.55128205,211.68484847999997
2019-04-01,Bitter Gourd,211.68484847999997,164.702380925,210.1282051
2019-05-01,Bitter Gourd,210.1282051,211.68484847999997,184.71590907499998
2019-06-01,Bitter Gourd,184.71590907499998,210.1282051,190.0
2019-07-01,Bitter Gourd,190.0,184.71590907499998,
2019-08-01,Bitter Gourd,,190.0,
2019-09-01,Bitter Gourd,,,
2019-10-01,Bitter Gourd,,,
2019-11-01,Bitter Gourd,,,188.4615385
2019-12-01,Bitter Gourd,188.4615385,,167.50757575
2020-01-01,Bitter Gourd,167.50757575,188.4615385,122.15530305
2020-02-01,Bitter Gourd,122.15530305,167.50757575,92.5
2020-03-01,Bitter Gourd,92.5,122.15530305,
2020-04-01,Bitter Gourd,,92.5,120.583333325
2020-05-01,Bitter Gourd,120.583333325,,170.67272728
2020-06-01,Bitter Gourd,170.67272728,120.583333325,94.31439394
2020-07-01,Bitter Gourd,94.31439394,170.67272728,146.71666666000002
2020-08-01,Bitter Gourd,146.71666666000002,94.31439394,190.5
2020-09-01,Bitter Gourd,190.5,146.71666666000002,
2020-10-01,Bitter Gourd,,190.5,
2020-11-01,Bitter Gourd,,,
2020-12-01,Bitter Gourd,,,274.5
2021-01-01,Bitter Gourd,274.5,,210.068181825
2021-02-01,Bitter Gourd,210.068181825,274.5,138.07272728
2021-03-01,Bitter Gourd,138.07272728,210.068181825,114.0
2021-04-01,Bitter Gourd,114.0,138.07272728,112.33333333333333
2021-05-01,Bitter Gourd,112.33333333333333,114.0,271.9090909
2021-06-01,Bitter Gourd,271.9090909,112.33333333333333,140.0
2021-07-01,Bitter Gourd,140.0,271.9090909,108.938811175
2021-08-01,Bitter Gourd,108.938811175,140.0,117.5909091
2021-09-01,Bitter Gourd,117.5909091,108.938811175,203.5
2021-10-01,Bitter Gourd,203.5,117.5909091,313.4
2021-11-01,Bitter Gourd,313.4,203.5,311.75
2021-12-01,Bitter Gourd,311.75,313.4,252.71111112
2022-01-01,Bitter Gourd,252.71111112,311.75,280.8409091
2022-02-01,Bitter Gourd,280.8409091,252.71111112,214.5
2022-03-01,Bitter Gourd,214.5,280.8409091,170.25
2022-04-01,Bitter Gourd,170.25,214.5,369.6
2022-05-01,Bitter Gourd,369.6,170.25,439.708333325
2022-06-01,Bitter Gourd,439.708333325,369.6,277.0
2022-07-01,Bitter Gourd,277.0,439.708333325,280.51428572
2022-08-01,Bitter Gourd,280.51428572,277.0,269.0
2022-09-01,Bitter Gourd,269.0,280.51428572,349.8
2022-10-01,Bitter Gourd,349.8,269.0,378.75
2022-11-01,Bitter Gourd,378.75,349.8,317.0
2022-12-01,Bitter Gourd,317.0,378.75,287.2
2023-01-01,Bitter Gourd,287.2,317.0,270.5
2023-02-01,Bitter Gourd,270.5,287.2,267.5
2023-03-01,Bitter Gourd,267.5,270.5,180.54545455
2023-04-01,Bitter Gourd,180.54545455,267.5,359.6
2023-05-01,Bitter Gourd,359.6,180.54545455,427.25
2023-06-01,Bitter Gourd,427.25,359.6,264.0
2023-07-01,Bitter Gourd,264.0,427.25,186.25
2023-08-01,Bitter Gourd,186.25,264.0,234.208333325
2023-09-01,Bitter Gourd,234.208333325,186.25,332.0
2023-10-01,Bitter Gourd,332.0,234.208333325,491.69444445
2023-11-01,Bitter Gourd,491.69444445,332.0,408.5
2023-12-01,Bitter Gourd,408.5,491.69444445,374.2
2024-01-01,Bitter Gourd,374.2,408.5,330.5
2024-02-01,Bitter Gourd,330.5,374.2,204.25
2024-03-01,Bitter Gourd,204.25,330.5,142.2
2024-04-01,Bitter Gourd,142.2,204.25,258.5
2024-05-01,Bitter Gourd,258.5,142.2,569.0
2024-06-01,Bitter Gourd,569.0,258.5,322.4
2024-07-01,Bitter Gourd,322.4,569.0,151.25
2024-08-01,Bitter Gourd,151.25,322.4,209.6
2024-09-01,Bitter Gourd,209.6,151.25,319.0
2024-10-01,Bitter Gourd,319.0,209.6,409.1590909
2024-11-01,Bitter Gourd,409.1590909,319.0,550.4
2024-12-01,Bitter Gourd,550.4,409.1590909,342.5
2025-01-01,Bitter Gourd,342.5,550.4,429.25
2025-02-01,Bitter Gourd,429.25,342.5,353.0
2025-03-01,Bitter Gourd,353.0,429.25,
2012-01-01,Brinjals,39.664,,12.855
2012-02-01,Brinjals,12.855,39.664,32.833333333333336
2012-03-01,Brinjals,32.833333333333336,12.855,35.6
2012-04-01,Brinjals,35.6,32.833333333333336,55.125
2012-05-01,Brinjals,55.125,35.6,43.332499999999996
2012-06-01,Brinjals,43.332499999999996,55.125,43.964
2012-07-01,Brinjals,43.964,43.332499999999996,49.695
2012-08-01,Brinjals,49.695,43.964,54.415
2012-09-01,Brinjals,54.415,49.695,67.414
2012-10-01,Brinjals,67.414,54.415,101.25
2012-11-01,Brinjals,101.25,67.414,65.402
2012-12-01,Brinjals,65.402,101.25,135.0
2013-01-01,Brinjals,135.0,65.402,34.4375
2013-02-01,Brinjals,34.4375,135.0,40.565
2013-03-01,Brinjals,40.565,34.4375,27.035
2013-04-01,Brinjals,27.035,40.565,40.32
2013-05-01,Brinjals,40.32,27.035,33.7275
2013-06-01,Brinjals,33.7275,40.32,24.0
2013-07-01,Brinjals,24.0,33.7275,37.625
2013-08-01,Brinjals,37.625,24.0,26.4
2013-09-01,Brinjals,26.4,37.625,30.697499999999998
2013-10-01,Brinjals,30.697499999999998,26.4,22.4125
2013-11-01,Brinjals,22.4125,30.697499999999998,34.004000000000005
2013-12-01,Brinjals,34.004000000000005,22.4125,48.519999999999996
2014-01-01,Brinjals,48.519999999999996,34.004000000000005,30.5325
2014-02-01,Brinjals,30.5325,48.519999999999996,39.13
2014-03-01,Brinjals,39.13,30.5325,25.4325
2014-04-01,Brinjals,25.4325,39.13,68.3725
2014-05-01,Brinjals,68.3725,25.4325,62.258
2014-06-01,Brinjals,62.258,68.3725,35.59
2014-07-01,Brinjals,35.59,62.258,39.1525
2014-08-01,Brinjals,39.1525,35.59,50.6
2014-09-01,Brinjals,50.6,39.1525,61.542500000000004
2014-10-01,Brinjals,61.542500000000004,50.6,50.115
2014-11-01,Brinjals,50.115,61.542500000000004,114.29
2014-12-01,Brinjals,114.29,50.115,129.54500000000002
2015-01-01,Brinjals,129.54500000000002,114.29,35.042500000000004
2015-02-01,Brinjals,35.042500000000004,129.54500000000002,31.192
2015-03-01,Brinjals,31.192,35.042500000000004,32.0025
2015-04-01,Brinjals,32.0025,31.192,41.745000000000005
2015-05-01,Brinjals,41.745000000000005,32.0025,34.762
2015-06-01,Brinjals,34.762,41.745000000000005,37.7725
2015-07-01,Brinjals,37.7725,34.762,46.010000000000005
2015-08-01,Brinjals,46.010000000000005,37.7725,51.5
2015-09-01,Brinjals,51.5,46.010000000000005,46.3625
2015-10-01,Brinjals,46.3625,51.5,86.03999999999999
2015-11-01,Brinjals,86.03999999999999,46.3625,131.68666666666667
2015-12-01,Brinjals,131.68666666666667,86.03999999999999,86.1925
2016-01-01,Brinjals,86.1925,131.68666666666667,52.105999999999995
2016-02-01,Brinjals,52.105999999999995,86.1925,70.765
2016-03-01,Brinjals,70.765,52.105999999999995,46.1575
2016-04-01,Brinjals,46.1575,70.765,76.444
2016-05-01,Brinjals,76.444,46.1575,86.44
2016-06-01,Brinjals,86.44,76.444,59.3175
2016-07-01,Brinjals,59.3175,86.44,58.234
2016-08-01,Brinjals,58.234,59.3175,56.28
2016-09-01,Brinjals,56.28,58.234,59.577999999999996
2016-10-01,Brinjals,59.577999999999996,56.28,53.2125
2016-11-01,Brinjals,53.2125,59.577999999999996,38.035
2016-12-01,Brinjals,38.035,53.2125,39.356
2017-01-01,Brinjals,39.356,38.035,47.379999999999995
2017-02-01,Brinjals,47.379999999999995,39.356,31.172619047619
2017-03-01,Brinjals,31.172619047619,47.379999999999995,57.50595238095235
2017-04-01,Brinjals,57.50595238095235,31.172619047619,79.58809523809522
2017-05-01,Brinjals,79.58809523809522,57.50595238095235,115.1666666666664
2017-06-01,Brinjals,115.1666666666664,79.58809523809522,86.63186813120139
2017-07-01,Brinjals,86.63186813120139,115.1666666666664,94.02380952380942
2017-08-01,Brinjals,94.02380952380942,86.63186813120139,117.99999999166626
2017-09-01,Brinjals,117.99999999166626,94.02380952380942,123.35091572571427
2017-10-01,Brinjals,123.35091572571427,117.99999999166626,141.219780225
2017-11-01,Brinjals,141.219780225,123.35091572571427,145.384615375
2017-12-01,Brinjals,145.384615375,141.219780225,74.516021978
2018-01-01,Brinjals,74.516021978,145.384615375,77.2390109875
2018-02-01,Brinjals,77.2390109875,74.516021978,96.8452380975
2018-03-01,Brinjals,96.8452380975,77.2390109875,90.12930402399999
2018-04-01,Brinjals,90.12930402399999,96.8452380975,118.958333325
2018-05-01,Brinjals,118.958333325,90.12930402399999,102.57142858
2018-06-01,Brinjals,102.57142858,118.958333325,107.16666666500001
2018-07-01,Brinjals,107.16666666500001,102.57142858,
2018-08-01,Brinjals,,107.16666666500001,
2018-09-01,Brinjals,,,
2018-10-01,Brinjals,,,
2018-11-01,Brinjals,,,59.16666667
2018-12-01,Brinjals,59.16666667,,72.3809523825
2019-01-01,Brinjals,72.3809523825,59.16666667,78.95833333499999
2019-02-01,Brinjals,78.95833333499999,72.3809523825,102.36888113
2019-03-01,Brinjals,102.36888113,78.95833333499999,90.45687645000001
2019-04-01,Brinjals,90.45687645000001,102.36888113,105.35183566750001
2019-05-01,Brinjals,105.35183566750001,90.45687645000001,166.571969725
2019-06-01,Brinjals,166.571969725,105.35183566750001,338.3333333
2019-07-01,Brinjals,338.3333333,166.571969725,
2019-08-01,Brinjals,,338.3333333,
2019-09-01,Brinjals,,,
2019-10-01,Brinjals,,,
2019-11-01,Brinjals,,,205.4545455
2019-12-01,Brinjals,205.4545455,,124.74431820000001
2020-01-01,Brinjals,124.74431820000001,205.4545455,99.4791666675
2020-02-01,Brinjals,99.4791666675,124.74431820000001,94.61538462
2020-03-01,Brinjals,94.61538462,99.4791666675,
2020-04-01,Brinjals,,94.61538462,97.75
2020-05-01,Brinjals,97.75,,72.604040404
2020-06-01,Brinjals,72.604040404,97.75,71.1666666675
2020-07-01,Brinjals,71.1666666675,72.604040404,96.565384616
2020-08-01,Brinjals,96.565384616,71.1666666675,63.583333332500004
2020-09-01,Brinjals,63.583333332500004,96.565384616,
2020-10-01,Brinjals,,63.583333332500004,
2020-11-01,Brinjals,,,
2020-12-01,Brinjals,,,178.5
2021-01-01,Brinjals,178.5,,170.416666675
2021-02-01,Brinjals,170.416666675,178.5,69.2
2021-03-01,Brinjals,69.2,170.416666675,158.0
2021-04-01,Brinjals,158.0,69.2,96.0
2021-05-01,Brinjals,96.0,158.0,145.0
2021-06-01,Brinjals,145.0,96.0,127.75
2021-07-01,Brinjals,127.75,145.0,151.0
2021-08-01,Brinjals,151.0,127.75,169.0
2021-09-01,Brinjals,169.0,151.0,187.5
2021-10-01,Brinjals,187.5,169.0,183.2
2021-11-01,Brinjals,183.2,187.5,289.75
2021-12-01,Brinjals,289.75,183.2,237.82222222000001
2022-01-01,Brinjals,237.82222222000001,289.75,173.75
2022-02-01,Brinjals,173.75,237.82222222000001,143.0
2022-03-01,Brinjals,143.0,173.75,200.0
2022-04-01,Brinjals,200.0,143.0,300.2
2022-05-01,Brinjals,300.2,200.0,293.5
2022-06-01,Brinjals,293.5,300.2,258.181818175
2022-07-01,Brinjals,258.181818175,293.5,353.6
2022-08-01,Brinjals,353.6,258.181818175,289.0
2022-09-01,Brinjals,289.0,353.6,264.4
2022-10-01,Brinjals,264.4,289.0,349.5
2022-11-01,Brinjals,349.5,264.4,196.25
2022-12-01,Brinjals,196.25,349.5,239.6
2023-01-01,Brinjals,239.6,196.25,146.25
2023-02-01,Brinjals,146.25,239.6,151.5
2023-03-01,Brinjals,151.5,146.25,233.02272727500002
2023-04-01,Brinjals,233.02272727500002,151.5,269.0
2023-05-01,Brinjals,269.0,233.02272727500002,202.0
2023-06-01,Brinjals,202.0,269.0,273.2
2023-07-01,Brinjals,273.2,202.0,216.0
2023-08-01,Brinjals,216.0,273.2,241.386363625
2023-09-01,Brinjals,241.386363625,216.0,262.6
2023-10-01,Brinjals,262.6,241.386363625,305.886363625
2023-11-01,Brinjals,305.886363625,262.6,407.5
2023-12-01,Brinjals,407.5,305.886363625,486.4
2024-01-01,Brinjals,486.4,407.5,211.5
2024-02-01,Brinjals,211.5,486.4,196.0
2024-03-01,Brinjals,196.0,211.5,157.2
2024-04-01,Brinjals,157.2,196.0,195.75
2024-05-01,Brinjals,195.75,157.2,354.5
2024-06-01,Brinjals,354.5,195.75,208.0
2024-07-01,Brinjals,208.0,354.5,216.75
2024-08-01,Brinjals,216.75,208.0,222.2
2024-09-01,Brinjals,222.2,216.75,173.5
2024-10-01,Brinjals,173.5,222.2,222.25
2024-11-01,Brinjals,222.25,173.5,308.6
2024-12-01,Brinjals,308.6,222.25,317.25
2025-01-01,Brinjals,317.25,308.6,340.25
2025-02-01,Brinjals,340.25,317.25,136.0
2025-03-01,Brinjals,136.0,340.25,
2012-01-01,Cabbage,50.412,,17.1925
2012-02-01,Cabbage,17.1925,50.412,14.966666666666669
2012-03-01,Cabbage,14.966666666666669,17.1925,13.468
2012-04-01,Cabbage,13.468,14.966666666666669,23.9125
2012-05-01,Cabbage,23.9125,13.468,40.2125
2012-06-01,Cabbage,40.2125,23.9125,36.227999999999994
2012-07-01,Cabbage,36.227999999999994,40.2125,51.0225
2012-08-01,Cabbage,51.0225,36.227999999999994,37.86
2012-09-01,Cabbage,37.86,51.0225,53.484
2012-10-01,Cabbage,53.484,37.86,74.375
2012-11-01,Cabbage,74.375,53.484,55.470000000000006
2012-12-01,Cabbage,55.470000000000006,74.375,57.6575
2013-01-01,Cabbage,57.6575,55.470000000000006,45.66
2013-02-01,Cabbage,45.66,57.6575,47.445
2013-03-01,Cabbage,47.445,45.66,45.1575
2013-04-01,Cabbage,45.1575,47.445,58.0
2013-05-01,Cabbage,58.0,45.1575,68.5675
2013-06-01,Cabbage,68.5675,58.0,64.6
2013-07-01,Cabbage,64.6,68.5675,51.875
2013-08-01,Cabbage,51.875,64.6,28.4
2013-09-01,Cabbage,28.4,51.875,17.802500000000002
2013-10-01,Cabbage,17.802500000000002,28.4,15.09
2013-11-01,Cabbage,15.09,17.802500000000002,14.756
2013-12-01,Cabbage,14.756,15.09,15.575
2014-01-01,Cabbage,15.575,14.756,19.235
